table_no,pdf_page,price_type,commodity,sl_no,district_as_published,year,raw_value,price_rs_per_quintal,cell_status
5,53,Farm Harvest,Mung,14,Jharsuguda,2018-19,5689,5689,ok
5,53,Farm Harvest,Mung,15,Kalahandi,2013-14,4729,4729,ok
5,53,Farm Harvest,Mung,15,Kalahandi,2014-15,5327,5327,ok
5,53,Farm Harvest,Mung,15,Kalahandi,2015-16,6183,6183,ok
5,53,Farm Harvest,Mung,15,Kalahandi,2016-17,6283,6283,ok
5,53,Farm Harvest,Mung,15,Kalahandi,2017-18,6556,6556,ok
5,53,Farm Harvest,Mung,15,Kalahandi,2018-19,5790,5790,ok
5,53,Farm Harvest,Mung,16,Kandhamal,2013-14,5100,5100,ok
5,53,Farm Harvest,Mung,16,Kandhamal,2014-15,5532,5532,ok
5,53,Farm Harvest,Mung,16,Kandhamal,2015-16,6100,6100,ok
5,53,Farm Harvest,Mung,16,Kandhamal,2016-17,6539,6539,ok
5,53,Farm Harvest,Mung,16,Kandhamal,2017-18,6821,6821,ok
5,53,Farm Harvest,Mung,16,Kandhamal,2018-19,5200,5200,ok
5,53,Farm Harvest,Mung,17,Kendrapara,2013-14,4697,4697,ok
5,53,Farm Harvest,Mung,17,Kendrapara,2014-15,5336,5336,ok
5,53,Farm Harvest,Mung,17,Kendrapara,2015-16,6125,6125,ok
5,53,Farm Harvest,Mung,17,Kendrapara,2016-17,6300,6300,ok
5,53,Farm Harvest,Mung,17,Kendrapara,2017-18,6500,6500,ok
5,53,Farm Harvest,Mung,17,Kendrapara,2018-19,5450,5450,ok
5,53,Farm Harvest,Mung,18,Keonjhar,2013-14,5350,5350,ok
5,53,Farm Harvest,Mung,18,Keonjhar,2014-15,5733,5733,ok
5,53,Farm Harvest,Mung,18,Keonjhar,2015-16,6233,6233,ok
5,53,Farm Harvest,Mung,18,Keonjhar,2016-17,6100,6100,ok
5,53,Farm Harvest,Mung,18,Keonjhar,2017-18,6539,6539,ok
5,53,Farm Harvest,Mung,18,Keonjhar,2018-19,5518,5518,ok
5,53,Farm Harvest,Mung,19,Khurda,2013-14,4673,4673,ok
5,53,Farm Harvest,Mung,19,Khurda,2014-15,5401,5401,ok
5,53,Farm Harvest,Mung,19,Khurda,2015-16,6150,6150,ok
5,53,Farm Harvest,Mung,19,Khurda,2016-17,6100,6100,ok
5,53,Farm Harvest,Mung,19,Khurda,2017-18,5450,5450,ok
5,53,Farm Harvest,Mung,19,Khurda,2018-19,5358,5358,ok
5,53,Farm Harvest,Mung,20,Koraput,2013-14,5000,5000,ok
5,53,Farm Harvest,Mung,20,Koraput,2014-15,5538,5538,ok
5,53,Farm Harvest,Mung,20,Koraput,2015-16,6175,6175,ok
5,53,Farm Harvest,Mung,20,Koraput,2016-17,-,,dash
5,53,Farm Harvest,Mung,20,Koraput,2017-18,6000,6000,ok
5,53,Farm Harvest,Mung,20,Koraput,2018-19,5975,5975,ok
5,53,Farm Harvest,Mung,21,Malkangiri,2013-14,-,,dash
5,53,Farm Harvest,Mung,21,Malkangiri,2014-15,5700,5700,ok
5,53,Farm Harvest,Mung,21,Malkangiri,2015-16,6200,6200,ok
5,53,Farm Harvest,Mung,21,Malkangiri,2016-17,6500,6500,ok
5,53,Farm Harvest,Mung,21,Malkangiri,2017-18,6146,6146,ok
5,53,Farm Harvest,Mung,21,Malkangiri,2018-19,6123,6123,ok
5,53,Farm Harvest,Mung,22,Mayurbhanj,2013-14,5214,5214,ok
5,53,Farm Harvest,Mung,22,Mayurbhanj,2014-15,5813,5813,ok
5,53,Farm Harvest,Mung,22,Mayurbhanj,2015-16,6220,6220,ok
5,53,Farm Harvest,Mung,22,Mayurbhanj,2016-17,6499,6499,ok
5,53,Farm Harvest,Mung,22,Mayurbhanj,2017-18,5075,5075,ok
5,53,Farm Harvest,Mung,22,Mayurbhanj,2018-19,5621,5621,ok
5,53,Farm Harvest,Mung,23,Nabarangapur,2013-14,-,,dash
5,53,Farm Harvest,Mung,23,Nabarangapur,2014-15,-,,dash
5,53,Farm Harvest,Mung,23,Nabarangapur,2015-16,6300,6300,ok
5,53,Farm Harvest,Mung,23,Nabarangapur,2016-17,6517,6517,ok
5,53,Farm Harvest,Mung,23,Nabarangapur,2017-18,7538,7538,ok
5,53,Farm Harvest,Mung,23,Nabarangapur,2018-19,5431,5431,ok
5,53,Farm Harvest,Mung,24,Nayagarh,2013-14,4573,4573,ok
5,53,Farm Harvest,Mung,24,Nayagarh,2014-15,5300,5300,ok
5,53,Farm Harvest,Mung,24,Nayagarh,2015-16,6131,6131,ok
5,53,Farm Harvest,Mung,24,Nayagarh,2016-17,6255,6255,ok
5,53,Farm Harvest,Mung,24,Nayagarh,2017-18,6078,6078,ok
5,53,Farm Harvest,Mung,24,Nayagarh,2018-19,6275,6275,ok
5,53,Farm Harvest,Mung,25,Nuapara,2013-14,4814,4814,ok
5,53,Farm Harvest,Mung,25,Nuapara,2014-15,5577,5577,ok
5,53,Farm Harvest,Mung,25,Nuapara,2015-16,6200,6200,ok
5,53,Farm Harvest,Mung,25,Nuapara,2016-17,6300,6300,ok
5,53,Farm Harvest,Mung,25,Nuapara,2017-18,5860,5860,ok
5,53,Farm Harvest,Mung,25,Nuapara,2018-19,5500,5500,ok
5,53,Farm Harvest,Mung,26,Puri,2013-14,4520,4520,ok
5,53,Farm Harvest,Mung,26,Puri,2014-15,5300,5300,ok
5,53,Farm Harvest,Mung,26,Puri,2015-16,6000,6000,ok
5,53,Farm Harvest,Mung,26,Puri,2016-17,5950,5950,ok
5,53,Farm Harvest,Mung,26,Puri,2017-18,6250,6250,ok
5,53,Farm Harvest,Mung,26,Puri,2018-19,5925,5925,ok
5,53,Farm Harvest,Mung,27,Rayagada,2013-14,5255,5255,ok
5,53,Farm Harvest,Mung,27,Rayagada,2014-15,5750,5750,ok
5,53,Farm Harvest,Mung,27,Rayagada,2015-16,6200,6200,ok
5,53,Farm Harvest,Mung,27,Rayagada,2016-17,6508,6508,ok
5,53,Farm Harvest,Mung,27,Rayagada,2017-18,5900,5900,ok
5,53,Farm Harvest,Mung,27,Rayagada,2018-19,6307,6307,ok
5,53,Farm Harvest,Mung,28,Sambalpur,2013-14,5000,5000,ok
5,53,Farm Harvest,Mung,28,Sambalpur,2014-15,5563,5563,ok
5,53,Farm Harvest,Mung,28,Sambalpur,2015-16,6150,6150,ok
5,53,Farm Harvest,Mung,28,Sambalpur,2016-17,6271,6271,ok
5,53,Farm Harvest,Mung,28,Sambalpur,2017-18,5308,5308,ok
5,53,Farm Harvest,Mung,28,Sambalpur,2018-19,5743,5743,ok
5,53,Farm Harvest,Mung,29,Sonepur,2013-14,5084,5084,ok
5,53,Farm Harvest,Mung,29,Sonepur,2014-15,5833,5833,ok
5,53,Farm Harvest,Mung,29,Sonepur,2015-16,6200,6200,ok
5,53,Farm Harvest,Mung,29,Sonepur,2016-17,6243,6243,ok
5,53,Farm Harvest,Mung,29,Sonepur,2017-18,-,,dash
5,53,Farm Harvest,Mung,29,Sonepur,2018-19,6319,6319,ok
5,53,Farm Harvest,Mung,30,Sundargarh,2013-14,5300,5300,ok
5,53,Farm Harvest,Mung,30,Sundargarh,2014-15,5900,5900,ok
5,53,Farm Harvest,Mung,30,Sundargarh,2015-16,6250,6250,ok
5,53,Farm Harvest,Mung,30,Sundargarh,2016-17,6167,6167,ok
5,53,Farm Harvest,Mung,30,Sundargarh,2017-18,6200,6200,ok
5,53,Farm Harvest,Mung,30,Sundargarh,2018-19,6529,6529,ok
6,54,Farm Harvest,Biri,1,Angul,2013-14,4488,4488,ok
6,54,Farm Harvest,Biri,1,Angul,2014-15,5066,5066,ok
6,54,Farm Harvest,Biri,1,Angul,2015-16,5533,5533,ok
6,54,Farm Harvest,Biri,1,Angul,2016-17,6018,6018,ok
6,54,Farm Harvest,Biri,1,Angul,2017-18,5847,5847,ok
6,54,Farm Harvest,Biri,1,Angul,2018-19,5496,5496,ok
6,54,Farm Harvest,Biri,2,Balasore,2013-14,4294,4294,ok
6,54,Farm Harvest,Biri,2,Balasore,2014-15,4765,4765,ok
6,54,Farm Harvest,Biri,2,Balasore,2015-16,5350,5350,ok
6,54,Farm Harvest,Biri,2,Balasore,2016-17,5875,5875,ok
6,54,Farm Harvest,Biri,2,Balasore,2017-18,7042,7042,ok
6,54,Farm Harvest,Biri,2,Balasore,2018-19,5192,5192,ok
6,54,Farm Harvest,Biri,3,Bargarh,2013-14,4183,4183,ok
6,54,Farm Harvest,Biri,3,Bargarh,2014-15,4721,4721,ok
6,54,Farm Harvest,Biri,3,Bargarh,2015-16,5340,5340,ok
6,54,Farm Harvest,Biri,3,Bargarh,2016-17,5856,5856,ok
6,54,Farm Harvest,Biri,3,Bargarh,2017-18,5189,5189,ok
6,54,Farm Harvest,Biri,3,Bargarh,2018-19,5458,5458,ok
6,54,Farm Harvest,Biri,4,Bhadrak,2013-14,4163,4163,ok
6,54,Farm Harvest,Biri,4,Bhadrak,2014-15,4659,4659,ok
6,54,Farm Harvest,Biri,4,Bhadrak,2015-16,5260,5260,ok
6,54,Farm Harvest,Biri,4,Bhadrak,2016-17,5500,5500,ok
6,54,Farm Harvest,Biri,4,Bhadrak,2017-18,5639,5639,ok
6,54,Farm Harvest,Biri,4,Bhadrak,2018-19,5985,5985,ok
6,54,Farm Harvest,Biri,5,Bolangir,2013-14,4294,4294,ok
6,54,Farm Harvest,Biri,5,Bolangir,2014-15,4587,4587,ok
6,54,Farm Harvest,Biri,5,Bolangir,2015-16,5076,5076,ok
6,54,Farm Harvest,Biri,5,Bolangir,2016-17,5600,5600,ok
6,54,Farm Harvest,Biri,5,Bolangir,2017-18,6128,6128,ok
6,54,Farm Harvest,Biri,5,Bolangir,2018-19,6400,6400,ok
6,54,Farm Harvest,Biri,6,Boudh,2013-14,4667,4667,ok
6,54,Farm Harvest,Biri,6,Boudh,2014-15,5054,5054,ok
6,54,Farm Harvest,Biri,6,Boudh,2015-16,5600,5600,ok
6,54,Farm Harvest,Biri,6,Boudh,2016-17,5900,5900,ok
6,54,Farm Harvest,Biri,6,Boudh,2017-18,5000,5000,ok
6,54,Farm Harvest,Biri,6,Boudh,2018-19,5028,5028,ok
6,54,Farm Harvest,Biri,7,Cuttack,2013-14,4310,4310,ok
6,54,Farm Harvest,Biri,7,Cuttack,2014-15,4839,4839,ok
6,54,Farm Harvest,Biri,7,Cuttack,2015-16,5500,5500,ok
6,54,Farm Harvest,Biri,7,Cuttack,2016-17,5873,5873,ok
6,54,Farm Harvest,Biri,7,Cuttack,2017-18,6637,6637,ok
6,54,Farm Harvest,Biri,7,Cuttack,2018-19,5948,5948,ok
6,54,Farm Harvest,Biri,8,Deogarh,2013-14,4545,4545,ok
6,54,Farm Harvest,Biri,8,Deogarh,2014-15,4908,4908,ok
6,54,Farm Harvest,Biri,8,Deogarh,2015-16,5475,5475,ok
6,54,Farm Harvest,Biri,8,Deogarh,2016-17,5900,5900,ok
6,54,Farm Harvest,Biri,8,Deogarh,2017-18,6167,6167,ok
6,54,Farm Harvest,Biri,8,Deogarh,2018-19,4858,4858,ok
6,54,Farm Harvest,Biri,9,Dhenkanal,2013-14,4092,4092,ok
6,54,Farm Harvest,Biri,9,Dhenkanal,2014-15,4569,4569,ok
6,54,Farm Harvest,Biri,9,Dhenkanal,2015-16,5200,5200,ok
6,54,Farm Harvest,Biri,9,Dhenkanal,2016-17,5898,5898,ok
6,54,Farm Harvest,Biri,9,Dhenkanal,2017-18,5643,5643,ok
6,54,Farm Harvest,Biri,9,Dhenkanal,2018-19,4857,4857,ok
6,54,Farm Harvest,Biri,10,Gajapati,2013-14,4450,4450,ok
6,54,Farm Harvest,Biri,10,Gajapati,2014-15,4757,4757,ok
6,54,Farm Harvest,Biri,10,Gajapati,2015-16,5394,5394,ok
6,54,Farm Harvest,Biri,10,Gajapati,2016-17,5889,5889,ok
6,54,Farm Harvest,Biri,10,Gajapati,2017-18,5773,5773,ok
6,54,Farm Harvest,Biri,10,Gajapati,2018-19,5695,5695,ok
6,54,Farm Harvest,Biri,11,Ganjam,2013-14,4308,4308,ok
6,54,Farm Harvest,Biri,11,Ganjam,2014-15,4662,4662,ok
6,54,Farm Harvest,Biri,11,Ganjam,2015-16,5300,5300,ok
6,54,Farm Harvest,Biri,11,Ganjam,2016-17,5875,5875,ok
6,54,Farm Harvest,Biri,11,Ganjam,2017-18,5646,5646,ok
6,54,Farm Harvest,Biri,11,Ganjam,2018-19,4975,4975,ok
6,54,Farm Harvest,Biri,12,Jagatsinghpur,2013-14,4400,4400,ok
6,54,Farm Harvest,Biri,12,Jagatsinghpur,2014-15,4831,4831,ok
6,54,Farm Harvest,Biri,12,Jagatsinghpur,2015-16,5450,5450,ok
6,54,Farm Harvest,Biri,12,Jagatsinghpur,2016-17,5738,5738,ok
6,54,Farm Harvest,Biri,12,Jagatsinghpur,2017-18,5860,5860,ok
6,54,Farm Harvest,Biri,12,Jagatsinghpur,2018-19,5774,5774,ok
6,54,Farm Harvest,Biri,13,Jajpur,2013-14,4171,4171,ok
6,54,Farm Harvest,Biri,13,Jajpur,2014-15,4751,4751,ok
6,54,Farm Harvest,Biri,13,Jajpur,2015-16,5443,5443,ok
6,54,Farm Harvest,Biri,13,Jajpur,2016-17,5568,5568,ok
6,54,Farm Harvest,Biri,13,Jajpur,2017-18,5625,5625,ok
6,54,Farm Harvest,Biri,13,Jajpur,2018-19,4700,4700,ok
6,54,Farm Harvest,Biri,14,Jharsuguda,2013-14,4433,4433,ok
6,54,Farm Harvest,Biri,14,Jharsuguda,2014-15,5300,5300,ok
6,54,Farm Harvest,Biri,14,Jharsuguda,2015-16,5750,5750,ok
6,54,Farm Harvest,Biri,14,Jharsuguda,2016-17,-,,dash
6,54,Farm Harvest,Biri,14,Jharsuguda,2017-18,6194,6194,ok
6,54,Farm Harvest,Biri,14,Jharsuguda,2018-19,5761,5761,ok
6,54,Farm Harvest,Biri,15,Kalahandi,2013-14,4437,4437,ok
6,54,Farm Harvest,Biri,15,Kalahandi,2014-15,5068,5068,ok
6,54,Farm Harvest,Biri,15,Kalahandi,2015-16,5550,5550,ok
6,54,Farm Harvest,Biri,15,Kalahandi,2016-17,5989,5989,ok
6,54,Farm Harvest,Biri,15,Kalahandi,2017-18,6238,6238,ok
6,54,Farm Harvest,Biri,15,Kalahandi,2018-19,6836,6836,ok
6,54,Farm Harvest,Biri,16,Kandhamal,2013-14,4633,4633,ok
6,54,Farm Harvest,Biri,16,Kandhamal,2014-15,5074,5074,ok
6,54,Farm Harvest,Biri,16,Kandhamal,2015-16,5467,5467,ok
6,54,Farm Harvest,Biri,16,Kandhamal,2016-17,6000,6000,ok
6,54,Farm Harvest,Biri,16,Kandhamal,2017-18,6629,6629,ok
6,54,Farm Harvest,Biri,16,Kandhamal,2018-19,6800,6800,ok
6,54,Farm Harvest,Biri,17,Kendrapara,2013-14,3828,3828,ok
6,54,Farm Harvest,Biri,17,Kendrapara,2014-15,4446,4446,ok
6,54,Farm Harvest,Biri,17,Kendrapara,2015-16,5075,5075,ok
6,54,Farm Harvest,Biri,17,Kendrapara,2016-17,5983,5983,ok
6,54,Farm Harvest,Biri,17,Kendrapara,2017-18,6460,6460,ok
6,54,Farm Harvest,Biri,17,Kendrapara,2018-19,5470,5470,ok
6,54,Farm Harvest,Biri,18,Keonjhar,2013-14,4500,4500,ok
6,54,Farm Harvest,Biri,18,Keonjhar,2014-15,5163,5163,ok
6,54,Farm Harvest,Biri,18,Keonjhar,2015-16,5578,5578,ok
6,54,Farm Harvest,Biri,18,Keonjhar,2016-17,5975,5975,ok
6,54,Farm Harvest,Biri,18,Keonjhar,2017-18,5374,5374,ok
6,54,Farm Harvest,Biri,18,Keonjhar,2018-19,5170,5170,ok
6,54,Farm Harvest,Biri,19,Khurda,2013-14,4179,4179,ok
6,54,Farm Harvest,Biri,19,Khurda,2014-15,4721,4721,ok
6,54,Farm Harvest,Biri,19,Khurda,2015-16,5400,5400,ok
6,54,Farm Harvest,Biri,19,Khurda,2016-17,5900,5900,ok
6,54,Farm Harvest,Biri,19,Khurda,2017-18,5282,5282,ok
6,54,Farm Harvest,Biri,19,Khurda,2018-19,4980,4980,ok
6,54,Farm Harvest,Biri,20,Koraput,2013-14,4396,4396,ok
6,54,Farm Harvest,Biri,20,Koraput,2014-15,5186,5186,ok
6,54,Farm Harvest,Biri,20,Koraput,2015-16,5475,5475,ok
6,54,Farm Harvest,Biri,20,Koraput,2016-17,5800,5800,ok
6,54,Farm Harvest,Biri,20,Koraput,2017-18,5035,5035,ok
6,54,Farm Harvest,Biri,20,Koraput,2018-19,5817,5817,ok
6,54,Farm Harvest,Biri,21,Malkangiri,2013-14,4250,4250,ok
6,54,Farm Harvest,Biri,21,Malkangiri,2014-15,4874,4874,ok
6,54,Farm Harvest,Biri,21,Malkangiri,2015-16,5250,5250,ok
6,54,Farm Harvest,Biri,21,Malkangiri,2016-17,5700,5700,ok
6,54,Farm Harvest,Biri,21,Malkangiri,2017-18,5607,5607,ok
6,54,Farm Harvest,Biri,21,Malkangiri,2018-19,6296,6296,ok
6,54,Farm Harvest,Biri,22,Mayurbhanj,2013-14,4427,4427,ok
6,54,Farm Harvest,Biri,22,Mayurbhanj,2014-15,5269,5269,ok
6,54,Farm Harvest,Biri,22,Mayurbhanj,2015-16,5560,5560,ok
6,54,Farm Harvest,Biri,22,Mayurbhanj,2016-17,5876,5876,ok
6,54,Farm Harvest,Biri,22,Mayurbhanj,2017-18,5590,5590,ok
6,54,Farm Harvest,Biri,22,Mayurbhanj,2018-19,4856,4856,ok
6,54,Farm Harvest,Biri,23,Nabarangapur,2013-14,4473,4473,ok
6,54,Farm Harvest,Biri,23,Nabarangapur,2014-15,5136,5136,ok
6,54,Farm Harvest,Biri,23,Nabarangapur,2015-16,5533,5533,ok
6,54,Farm Harvest,Biri,23,Nabarangapur,2016-17,5800,5800,ok
6,54,Farm Harvest,Biri,23,Nabarangapur,2017-18,5083,5083,ok
6,54,Farm Harvest,Biri,23,Nabarangapur,2018-19,5067,5067,ok
6,54,Farm Harvest,Biri,24,Nayagarh,2013-14,3950,3950,ok
6,54,Farm Harvest,Biri,24,Nayagarh,2014-15,4793,4793,ok
6,54,Farm Harvest,Biri,24,Nayagarh,2015-16,5275,5275,ok
6,54,Farm Harvest,Biri,24,Nayagarh,2016-17,5700,5700,ok
6,54,Farm Harvest,Biri,24,Nayagarh,2017-18,5558,5558,ok
6,54,Farm Harvest,Biri,24,Nayagarh,2018-19,5631,5631,ok
6,54,Farm Harvest,Biri,25,Nuapada,2013-14,4000,4000,ok
6,54,Farm Harvest,Biri,25,Nuapada,2014-15,4821,4821,ok
6,54,Farm Harvest,Biri,25,Nuapada,2015-16,5375,5375,ok
6,54,Farm Harvest,Biri,25,Nuapada,2016-17,5600,5600,ok
6,54,Farm Harvest,Biri,25,Nuapada,2017-18,5549,5549,ok
6,54,Farm Harvest,Biri,25,Nuapada,2018-19,5700,5700,ok
6,54,Farm Harvest,Biri,26,Puri,2013-14,3913,3913,ok
6,54,Farm Harvest,Biri,26,Puri,2014-15,4800,4800,ok
6,54,Farm Harvest,Biri,26,Puri,2015-16,5500,5500,ok
6,54,Farm Harvest,Biri,26,Puri,2016-17,5900,5900,ok
6,54,Farm Harvest,Biri,26,Puri,2017-18,5990,5990,ok
6,54,Farm Harvest,Biri,26,Puri,2018-19,5125,5125,ok
6,54,Farm Harvest,Biri,27,Rayagada,2013-14,4079,4079,ok
6,54,Farm Harvest,Biri,27,Rayagada,2014-15,4954,4954,ok
6,54,Farm Harvest,Biri,27,Rayagada,2015-16,5364,5364,ok
6,54,Farm Harvest,Biri,27,Rayagada,2016-17,5859,5859,ok
6,54,Farm Harvest,Biri,27,Rayagada,2017-18,5386,5386,ok
6,54,Farm Harvest,Biri,27,Rayagada,2018-19,5428,5428,ok
6,54,Farm Harvest,Biri,28,Sambalpur,2013-14,4486,4486,ok
6,54,Farm Harvest,Biri,28,Sambalpur,2014-15,5162,5162,ok
6,54,Farm Harvest,Biri,28,Sambalpur,2015-16,5486,5486,ok
6,54,Farm Harvest,Biri,28,Sambalpur,2016-17,5871,5871,ok
6,54,Farm Harvest,Biri,28,Sambalpur,2017-18,5214,5214,ok
6,54,Farm Harvest,Biri,28,Sambalpur,2018-19,5841,5841,ok
6,54,Farm Harvest,Biri,29,Sonepur,2013-14,4623,4623,ok
6,54,Farm Harvest,Biri,29,Sonepur,2014-15,5357,5357,ok
6,54,Farm Harvest,Biri,29,Sonepur,2015-16,5675,5675,ok
6,54,Farm Harvest,Biri,29,Sonepur,2016-17,6000,6000,ok
6,54,Farm Harvest,Biri,29,Sonepur,2017-18,6000,6000,ok
6,54,Farm Harvest,Biri,29,Sonepur,2018-19,5783,5783,ok
6,54,Farm Harvest,Biri,30,Sundargarh,2013-14,4425,4425,ok
6,54,Farm Harvest,Biri,30,Sundargarh,2014-15,5239,5239,ok
6,54,Farm Harvest,Biri,30,Sundargarh,2015-16,5608,5608,ok
6,54,Farm Harvest,Biri,30,Sundargarh,2016-17,6000,6000,ok
6,54,Farm Harvest,Biri,30,Sundargarh,2017-18,6289,6289,ok
6,54,Farm Harvest,Biri,30,Sundargarh,2018-19,6794,6794,ok
7,55,Farm Harvest,Kulthi,1,Angul,2013-14,2352,2352,ok
7,55,Farm Harvest,Kulthi,1,Angul,2014-15,2850,2850,ok
7,55,Farm Harvest,Kulthi,1,Angul,2015-16,3081,3081,ok
7,55,Farm Harvest,Kulthi,1,Angul,2016-17,3200,3200,ok
7,55,Farm Harvest,Kulthi,1,Angul,2017-18,3581,3581,ok
7,55,Farm Harvest,Kulthi,1,Angul,2018-19,4249,4249,ok
7,55,Farm Harvest,Kulthi,2,Balasore,2013-14,2350,2350,ok
7,55,Farm Harvest,Kulthi,2,Balasore,2014-15,2800,2800,ok
7,55,Farm Harvest,Kulthi,2,Balasore,2015-16,3067,3067,ok
7,55,Farm Harvest,Kulthi,2,Balasore,2016-17,3300,3300,ok
7,55,Farm Harvest,Kulthi,2,Balasore,2017-18,3020,3020,ok
7,55,Farm Harvest,Kulthi,2,Balasore,2018-19,4900,4900,ok
7,55,Farm Harvest,Kulthi,3,Bargarh,2013-14,2313,2313,ok
7,55,Farm Harvest,Kulthi,3,Bargarh,2014-15,2808,2808,ok
7,55,Farm Harvest,Kulthi,3,Bargarh,2015-16,3175,3175,ok
7,55,Farm Harvest,Kulthi,3,Bargarh,2016-17,3225,3225,ok
7,55,Farm Harvest,Kulthi,3,Bargarh,2017-18,4050,4050,ok
7,55,Farm Harvest,Kulthi,3,Bargarh,2018-19,3854,3854,ok
7,55,Farm Harvest,Kulthi,4,Bhadrak,2013-14,2300,2300,ok
7,55,Farm Harvest,Kulthi,4,Bhadrak,2014-15,2750,2750,ok
7,55,Farm Harvest,Kulthi,4,Bhadrak,2015-16,3100,3100,ok
7,55,Farm Harvest,Kulthi,4,Bhadrak,2016-17,3175,3175,ok
7,55,Farm Harvest,Kulthi,4,Bhadrak,2017-18,3500,3500,ok
7,55,Farm Harvest,Kulthi,4,Bhadrak,2018-19,3300,3300,ok
7,55,Farm Harvest,Kulthi,5,Bolangir,2013-14,2220,2220,ok
7,55,Farm Harvest,Kulthi,5,Bolangir,2014-15,2668,2668,ok
7,55,Farm Harvest,Kulthi,5,Bolangir,2015-16,3121,3121,ok
7,55,Farm Harvest,Kulthi,5,Bolangir,2016-17,3191,3191,ok
7,55,Farm Harvest,Kulthi,5,Bolangir,2017-18,3434,3434,ok
7,55,Farm Harvest,Kulthi,5,Bolangir,2018-19,3100,3100,ok
7,55,Farm Harvest,Kulthi,6,Boudh,2013-14,2200,2200,ok
7,55,Farm Harvest,Kulthi,6,Boudh,2014-15,2571,2571,ok
7,55,Farm Harvest,Kulthi,6,Boudh,2015-16,3150,3150,ok
7,55,Farm Harvest,Kulthi,6,Boudh,2016-17,3000,3000,ok
7,55,Farm Harvest,Kulthi,6,Boudh,2017-18,3571,3571,ok
7,55,Farm Harvest,Kulthi,6,Boudh,2018-19,3429,3429,ok
7,55,Farm Harvest,Kulthi,7,Cuttack,2013-14,2195,2195,ok
7,55,Farm Harvest,Kulthi,7,Cuttack,2014-15,2583,2583,ok
7,55,Farm Harvest,Kulthi,7,Cuttack,2015-16,3167,3167,ok
7,55,Farm Harvest,Kulthi,7,Cuttack,2016-17,3064,3064,ok
7,55,Farm Harvest,Kulthi,7,Cuttack,2017-18,3104,3104,ok
7,55,Farm Harvest,Kulthi,7,Cuttack,2018-19,2929,2929,ok
7,55,Farm Harvest,Kulthi,8,Deogarh,2013-14,2500,2500,ok
7,55,Farm Harvest,Kulthi,8,Deogarh,2014-15,2965,2965,ok
7,55,Farm Harvest,Kulthi,8,Deogarh,2015-16,3267,3267,ok
7,55,Farm Harvest,Kulthi,8,Deogarh,2016-17,3380,3380,ok
7,55,Farm Harvest,Kulthi,8,Deogarh,2017-18,3250,3250,ok
7,55,Farm Harvest,Kulthi,8,Deogarh,2018-19,3515,3515,ok
7,55,Farm Harvest,Kulthi,9,Dhenkanal,2013-14,2213,2213,ok
7,55,Farm Harvest,Kulthi,9,Dhenkanal,2014-15,2633,2633,ok
7,55,Farm Harvest,Kulthi,9,Dhenkanal,2015-16,3000,3000,ok
7,55,Farm Harvest,Kulthi,9,Dhenkanal,2016-17,3071,3071,ok
7,55,Farm Harvest,Kulthi,9,Dhenkanal,2017-18,3250,3250,ok
7,55,Farm Harvest,Kulthi,9,Dhenkanal,2018-19,3577,3577,ok
7,55,Farm Harvest,Kulthi,10,Gajapati,2013-14,2000,2000,ok
7,55,Farm Harvest,Kulthi,10,Gajapati,2014-15,2417,2417,ok
7,55,Farm Harvest,Kulthi,10,Gajapati,2015-16,2867,2867,ok
7,55,Farm Harvest,Kulthi,10,Gajapati,2016-17,3050,3050,ok
7,55,Farm Harvest,Kulthi,10,Gajapati,2017-18,3200,3200,ok
7,55,Farm Harvest,Kulthi,10,Gajapati,2018-19,4457,4457,ok
7,55,Farm Harvest,Kulthi,11,Ganjam,2013-14,1980,1980,ok
7,55,Farm Harvest,Kulthi,11,Ganjam,2014-15,2400,2400,ok
7,55,Farm Harvest,Kulthi,11,Ganjam,2015-16,2850,2850,ok
7,55,Farm Harvest,Kulthi,11,Ganjam,2016-17,3000,3000,ok
7,55,Farm Harvest,Kulthi,11,Ganjam,2017-18,3421,3421,ok
7,55,Farm Harvest,Kulthi,11,Ganjam,2018-19,3415,3415,ok
7,55,Farm Harvest,Kulthi,12,Jagatsinghpur,2013-14,2033,2033,ok
7,55,Farm Harvest,Kulthi,12,Jagatsinghpur,2014-15,2488,2488,ok
7,55,Farm Harvest,Kulthi,12,Jagatsinghpur,2015-16,2920,2920,ok
7,55,Farm Harvest,Kulthi,12,Jagatsinghpur,2016-17,3050,3050,ok
7,55,Farm Harvest,Kulthi,12,Jagatsinghpur,2017-18,3596,3596,ok
7,55,Farm Harvest,Kulthi,12,Jagatsinghpur,2018-19,3174,3174,ok
7,55,Farm Harvest,Kulthi,13,Jajpur,2013-14,1833,1833,ok
7,55,Farm Harvest,Kulthi,13,Jajpur,2014-15,2242,2242,ok
7,55,Farm Harvest,Kulthi,13,Jajpur,2015-16,2971,2971,ok
7,55,Farm Harvest,Kulthi,13,Jajpur,2016-17,3035,3035,ok
7,55,Farm Harvest,Kulthi,13,Jajpur,2017-18,3527,3527,ok
7,55,Farm Harvest,Kulthi,13,Jajpur,2018-19,3378,3378,ok
7,55,Farm Harvest,Kulthi,14,Jharsuguda,2013-14,2500,2500,ok
7,55,Farm Harvest,Kulthi,14,Jharsuguda,2014-15,2900,2900,ok
7,55,Farm Harvest,Kulthi,14,Jharsuguda,2015-16,3100,3100,ok
