table_no,pdf_page,price_type,commodity,sl_no,district_as_published,year,raw_value,price_rs_per_quintal,cell_status
28,76,Wholesale,Bajra,30,Sundargarh,2017-18,-,,dash
28,76,Wholesale,Bajra,30,Sundargarh,2018-19,-,,dash
29,77,Wholesale,Gram,1,Angul,2013-14,3599,3599,ok
29,77,Wholesale,Gram,1,Angul,2014-15,3838,3838,ok
29,77,Wholesale,Gram,1,Angul,2015-16,3888,3888,ok
29,77,Wholesale,Gram,1,Angul,2016-17,4059,4059,ok
29,77,Wholesale,Gram,1,Angul,2017-18,-,,dash
29,77,Wholesale,Gram,1,Angul,2018-19,4028,4028,ok
29,77,Wholesale,Gram,2,Balasore,2013-14,3650,3650,ok
29,77,Wholesale,Gram,2,Balasore,2014-15,4025,4025,ok
29,77,Wholesale,Gram,2,Balasore,2015-16,4077,4077,ok
29,77,Wholesale,Gram,2,Balasore,2016-17,4256,4256,ok
29,77,Wholesale,Gram,2,Balasore,2017-18,4950,4950,ok
29,77,Wholesale,Gram,2,Balasore,2018-19,-,,dash
29,77,Wholesale,Gram,3,Bargarh,2013-14,3600,3600,ok
29,77,Wholesale,Gram,3,Bargarh,2014-15,4000,4000,ok
29,77,Wholesale,Gram,3,Bargarh,2015-16,4052,4052,ok
29,77,Wholesale,Gram,3,Bargarh,2016-17,4230,4230,ok
29,77,Wholesale,Gram,3,Bargarh,2017-18,4740,4740,ok
29,77,Wholesale,Gram,3,Bargarh,2018-19,5670,5670,ok
29,77,Wholesale,Gram,4,Bhadrak,2013-14,3600,3600,ok
29,77,Wholesale,Gram,4,Bhadrak,2014-15,4100,4100,ok
29,77,Wholesale,Gram,4,Bhadrak,2015-16,4153,4153,ok
29,77,Wholesale,Gram,4,Bhadrak,2016-17,4336,4336,ok
29,77,Wholesale,Gram,4,Bhadrak,2017-18,-,,dash
29,77,Wholesale,Gram,4,Bhadrak,2018-19,5268,5268,ok
29,77,Wholesale,Gram,5,Bolangir,2013-14,3617,3617,ok
29,77,Wholesale,Gram,5,Bolangir,2014-15,4200,4200,ok
29,77,Wholesale,Gram,5,Bolangir,2015-16,4255,4255,ok
29,77,Wholesale,Gram,5,Bolangir,2016-17,4441,4441,ok
29,77,Wholesale,Gram,5,Bolangir,2017-18,-,,dash
29,77,Wholesale,Gram,5,Bolangir,2018-19,-,,dash
29,77,Wholesale,Gram,6,Boudh,2013-14,3876,3876,ok
29,77,Wholesale,Gram,6,Boudh,2014-15,4250,4250,ok
29,77,Wholesale,Gram,6,Boudh,2015-16,4305,4305,ok
29,77,Wholesale,Gram,6,Boudh,2016-17,4494,4494,ok
29,77,Wholesale,Gram,6,Boudh,2017-18,5289,5289,ok
29,77,Wholesale,Gram,6,Boudh,2018-19,4500,4500,ok
29,77,Wholesale,Gram,7,Cuttack,2013-14,3888,3888,ok
29,77,Wholesale,Gram,7,Cuttack,2014-15,4275,4275,ok
29,77,Wholesale,Gram,7,Cuttack,2015-16,4331,4331,ok
29,77,Wholesale,Gram,7,Cuttack,2016-17,4521,4521,ok
29,77,Wholesale,Gram,7,Cuttack,2017-18,-,,dash
29,77,Wholesale,Gram,7,Cuttack,2018-19,-,,dash
29,77,Wholesale,Gram,8,Deogarh,2013-14,3650,3650,ok
29,77,Wholesale,Gram,8,Deogarh,2014-15,4000,4000,ok
29,77,Wholesale,Gram,8,Deogarh,2015-16,4052,4052,ok
29,77,Wholesale,Gram,8,Deogarh,2016-17,4230,4230,ok
29,77,Wholesale,Gram,8,Deogarh,2017-18,-,,dash
29,77,Wholesale,Gram,8,Deogarh,2018-19,-,,dash
29,77,Wholesale,Gram,9,Dhenkanal,2013-14,3686,3686,ok
29,77,Wholesale,Gram,9,Dhenkanal,2014-15,4200,4200,ok
29,77,Wholesale,Gram,9,Dhenkanal,2015-16,4255,4255,ok
29,77,Wholesale,Gram,9,Dhenkanal,2016-17,4441,4441,ok
29,77,Wholesale,Gram,9,Dhenkanal,2017-18,-,,dash
29,77,Wholesale,Gram,9,Dhenkanal,2018-19,-,,dash
29,77,Wholesale,Gram,10,Gajpati,2013-14,-,,dash
29,77,Wholesale,Gram,10,Gajpati,2014-15,-,,dash
29,77,Wholesale,Gram,10,Gajpati,2015-16,-,,dash
29,77,Wholesale,Gram,10,Gajpati,2016-17,-,,dash
29,77,Wholesale,Gram,10,Gajpati,2017-18,4950,4950,ok
29,77,Wholesale,Gram,10,Gajpati,2018-19,6500,6500,ok
29,77,Wholesale,Gram,11,Ganjam,2013-14,3650,3650,ok
29,77,Wholesale,Gram,11,Ganjam,2014-15,4000,4000,ok
29,77,Wholesale,Gram,11,Ganjam,2015-16,4052,4052,ok
29,77,Wholesale,Gram,11,Ganjam,2016-17,4230,4230,ok
29,77,Wholesale,Gram,11,Ganjam,2017-18,5033,5033,ok
29,77,Wholesale,Gram,11,Ganjam,2018-19,4820,4820,ok
29,77,Wholesale,Gram,12,Jagatsinghpur,2013-14,3800,3800,ok
29,77,Wholesale,Gram,12,Jagatsinghpur,2014-15,4300,4300,ok
29,77,Wholesale,Gram,12,Jagatsinghpur,2015-16,4356,4356,ok
29,77,Wholesale,Gram,12,Jagatsinghpur,2016-17,4547,4547,ok
29,77,Wholesale,Gram,12,Jagatsinghpur,2017-18,-,,dash
29,77,Wholesale,Gram,12,Jagatsinghpur,2018-19,-,,dash
29,77,Wholesale,Gram,13,Jajpur,2013-14,3800,3800,ok
29,77,Wholesale,Gram,13,Jajpur,2014-15,4300,4300,ok
29,77,Wholesale,Gram,13,Jajpur,2015-16,4356,4356,ok
29,77,Wholesale,Gram,13,Jajpur,2016-17,4547,4547,ok
29,77,Wholesale,Gram,13,Jajpur,2017-18,4900,4900,ok
29,77,Wholesale,Gram,13,Jajpur,2018-19,-,,dash
29,77,Wholesale,Gram,14,Jharsuguda,2013-14,3620,3620,ok
29,77,Wholesale,Gram,14,Jharsuguda,2014-15,4100,4100,ok
29,77,Wholesale,Gram,14,Jharsuguda,2015-16,4153,4153,ok
29,77,Wholesale,Gram,14,Jharsuguda,2016-17,4336,4336,ok
29,77,Wholesale,Gram,14,Jharsuguda,2017-18,-,,dash
29,77,Wholesale,Gram,14,Jharsuguda,2018-19,-,,dash
29,77,Wholesale,Gram,15,Kalahandi,2013-14,3581,3581,ok
29,77,Wholesale,Gram,15,Kalahandi,2014-15,3838,3838,ok
29,77,Wholesale,Gram,15,Kalahandi,2015-16,3888,3888,ok
29,77,Wholesale,Gram,15,Kalahandi,2016-17,4059,4059,ok
29,77,Wholesale,Gram,15,Kalahandi,2017-18,-,,dash
29,77,Wholesale,Gram,15,Kalahandi,2018-19,-,,dash
29,77,Wholesale,Gram,16,Kandhamal,2013-14,3867,3867,ok
29,77,Wholesale,Gram,16,Kandhamal,2014-15,4200,4200,ok
29,77,Wholesale,Gram,16,Kandhamal,2015-16,4255,4255,ok
29,77,Wholesale,Gram,16,Kandhamal,2016-17,4441,4441,ok
29,77,Wholesale,Gram,16,Kandhamal,2017-18,5100,5100,ok
29,77,Wholesale,Gram,16,Kandhamal,2018-19,5100,5100,ok
29,77,Wholesale,Gram,17,Kendrapara,2013-14,3833,3833,ok
29,77,Wholesale,Gram,17,Kendrapara,2014-15,4185,4185,ok
29,77,Wholesale,Gram,17,Kendrapara,2015-16,4239,4239,ok
29,77,Wholesale,Gram,17,Kendrapara,2016-17,4426,4426,ok
29,77,Wholesale,Gram,17,Kendrapara,2017-18,-,,dash
29,77,Wholesale,Gram,17,Kendrapara,2018-19,-,,dash
29,77,Wholesale,Gram,18,Keonjhar,2013-14,3625,3625,ok
29,77,Wholesale,Gram,18,Keonjhar,2014-15,3950,3950,ok
29,77,Wholesale,Gram,18,Keonjhar,2015-16,4001,4001,ok
29,77,Wholesale,Gram,18,Keonjhar,2016-17,4177,4177,ok
29,77,Wholesale,Gram,18,Keonjhar,2017-18,5057,5057,ok
29,77,Wholesale,Gram,18,Keonjhar,2018-19,-,,dash
29,77,Wholesale,Gram,19,Khurda,2013-14,3700,3700,ok
29,77,Wholesale,Gram,19,Khurda,2014-15,4283,4283,ok
29,77,Wholesale,Gram,19,Khurda,2015-16,4339,4339,ok
29,77,Wholesale,Gram,19,Khurda,2016-17,4529,4529,ok
29,77,Wholesale,Gram,19,Khurda,2017-18,4887,4887,ok
29,77,Wholesale,Gram,19,Khurda,2018-19,-,,dash
29,77,Wholesale,Gram,20,Koraput,2013-14,3582,3582,ok
29,77,Wholesale,Gram,20,Koraput,2014-15,4000,4000,ok
29,77,Wholesale,Gram,20,Koraput,2015-16,4052,4052,ok
29,77,Wholesale,Gram,20,Koraput,2016-17,4230,4230,ok
29,77,Wholesale,Gram,20,Koraput,2017-18,-,,dash
29,77,Wholesale,Gram,20,Koraput,2018-19,-,,dash
29,77,Wholesale,Gram,21,Malkangiri,2013-14,3567,3567,ok
29,77,Wholesale,Gram,21,Malkangiri,2014-15,4000,4000,ok
29,77,Wholesale,Gram,21,Malkangiri,2015-16,4052,4052,ok
29,77,Wholesale,Gram,21,Malkangiri,2016-17,4230,4230,ok
29,77,Wholesale,Gram,21,Malkangiri,2017-18,5050,5050,ok
29,77,Wholesale,Gram,21,Malkangiri,2018-19,5100,5100,ok
29,77,Wholesale,Gram,22,Mayurbhanj,2013-14,3600,3600,ok
29,77,Wholesale,Gram,22,Mayurbhanj,2014-15,3875,3875,ok
29,77,Wholesale,Gram,22,Mayurbhanj,2015-16,3925,3925,ok
29,77,Wholesale,Gram,22,Mayurbhanj,2016-17,4098,4098,ok
29,77,Wholesale,Gram,22,Mayurbhanj,2017-18,4630,4630,ok
29,77,Wholesale,Gram,22,Mayurbhanj,2018-19,5499,5499,ok
29,77,Wholesale,Gram,23,Nabarangapur,2013-14,3526,3526,ok
29,77,Wholesale,Gram,23,Nabarangapur,2014-15,3950,3950,ok
29,77,Wholesale,Gram,23,Nabarangapur,2015-16,4001,4001,ok
29,77,Wholesale,Gram,23,Nabarangapur,2016-17,4177,4177,ok
29,77,Wholesale,Gram,23,Nabarangapur,2017-18,4583,4583,ok
29,77,Wholesale,Gram,23,Nabarangapur,2018-19,5100,5100,ok
29,77,Wholesale,Gram,24,Nayagarh,2013-14,3595,3595,ok
29,77,Wholesale,Gram,24,Nayagarh,2014-15,4075,4075,ok
29,77,Wholesale,Gram,24,Nayagarh,2015-16,4128,4128,ok
29,77,Wholesale,Gram,24,Nayagarh,2016-17,4309,4309,ok
29,77,Wholesale,Gram,24,Nayagarh,2017-18,5012,5012,ok
29,77,Wholesale,Gram,24,Nayagarh,2018-19,4780,4780,ok
29,77,Wholesale,Gram,25,Nuapara,2013-14,3595,3595,ok
29,77,Wholesale,Gram,25,Nuapara,2014-15,3850,3850,ok
29,77,Wholesale,Gram,25,Nuapara,2015-16,3900,3900,ok
29,77,Wholesale,Gram,25,Nuapara,2016-17,4071,4071,ok
29,77,Wholesale,Gram,25,Nuapara,2017-18,4000,4000,ok
29,77,Wholesale,Gram,25,Nuapara,2018-19,-,,dash
29,77,Wholesale,Gram,26,Puri,2013-14,3700,3700,ok
29,77,Wholesale,Gram,26,Puri,2014-15,4000,4000,ok
29,77,Wholesale,Gram,26,Puri,2015-16,4052,4052,ok
29,77,Wholesale,Gram,26,Puri,2016-17,4230,4230,ok
29,77,Wholesale,Gram,26,Puri,2017-18,-,,dash
29,77,Wholesale,Gram,26,Puri,2018-19,-,,dash
29,77,Wholesale,Gram,27,Rayagada,2013-14,3600,3600,ok
29,77,Wholesale,Gram,27,Rayagada,2014-15,4000,4000,ok
29,77,Wholesale,Gram,27,Rayagada,2015-16,4052,4052,ok
29,77,Wholesale,Gram,27,Rayagada,2016-17,4230,4230,ok
29,77,Wholesale,Gram,27,Rayagada,2017-18,3000,3000,ok
29,77,Wholesale,Gram,27,Rayagada,2018-19,-,,dash
29,77,Wholesale,Gram,28,Sambalpur,2013-14,3610,3610,ok
29,77,Wholesale,Gram,28,Sambalpur,2014-15,4000,4000,ok
29,77,Wholesale,Gram,28,Sambalpur,2015-16,4052,4052,ok
29,77,Wholesale,Gram,28,Sambalpur,2016-17,4230,4230,ok
29,77,Wholesale,Gram,28,Sambalpur,2017-18,-,,dash
29,77,Wholesale,Gram,28,Sambalpur,2018-19,-,,dash
29,77,Wholesale,Gram,29,Sonepur,2013-14,3872,3872,ok
29,77,Wholesale,Gram,29,Sonepur,2014-15,4150,4150,ok
29,77,Wholesale,Gram,29,Sonepur,2015-16,4204,4204,ok
29,77,Wholesale,Gram,29,Sonepur,2016-17,4389,4389,ok
29,77,Wholesale,Gram,29,Sonepur,2017-18,4800,4800,ok
29,77,Wholesale,Gram,29,Sonepur,2018-19,4683,4683,ok
29,77,Wholesale,Gram,30,Sundargarh,2013-14,3663,3663,ok
29,77,Wholesale,Gram,30,Sundargarh,2014-15,4000,4000,ok
29,77,Wholesale,Gram,30,Sundargarh,2015-16,4052,4052,ok
29,77,Wholesale,Gram,30,Sundargarh,2016-17,4230,4230,ok
29,77,Wholesale,Gram,30,Sundargarh,2017-18,5000,5000,ok
29,77,Wholesale,Gram,30,Sundargarh,2018-19,4500,4500,ok
30,78,Wholesale,Arhar,1,Angul,2013-14,4505,4505,ok
30,78,Wholesale,Arhar,1,Angul,2014-15,5314,5314,ok
30,78,Wholesale,Arhar,1,Angul,2015-16,6024,6024,ok
30,78,Wholesale,Arhar,1,Angul,2016-17,6557,6557,ok
30,78,Wholesale,Arhar,1,Angul,2017-18,6860,6860,ok
30,78,Wholesale,Arhar,1,Angul,2018-19,5800,5800,ok
30,78,Wholesale,Arhar,2,Balasore,2013-14,4650,4650,ok
30,78,Wholesale,Arhar,2,Balasore,2014-15,5800,5800,ok
30,78,Wholesale,Arhar,2,Balasore,2015-16,6574,6574,ok
30,78,Wholesale,Arhar,2,Balasore,2016-17,7156,7156,ok
30,78,Wholesale,Arhar,2,Balasore,2017-18,-,,dash
30,78,Wholesale,Arhar,2,Balasore,2018-19,-,,dash
30,78,Wholesale,Arhar,3,Bargarh,2013-14,4600,4600,ok
30,78,Wholesale,Arhar,3,Bargarh,2014-15,5650,5650,ok
30,78,Wholesale,Arhar,3,Bargarh,2015-16,6404,6404,ok
30,78,Wholesale,Arhar,3,Bargarh,2016-17,6971,6971,ok
30,78,Wholesale,Arhar,3,Bargarh,2017-18,6910,6910,ok
30,78,Wholesale,Arhar,3,Bargarh,2018-19,7190,7190,ok
30,78,Wholesale,Arhar,4,Bhadrak,2013-14,5000,5000,ok
30,78,Wholesale,Arhar,4,Bhadrak,2014-15,6000,6000,ok
30,78,Wholesale,Arhar,4,Bhadrak,2015-16,6801,6801,ok
30,78,Wholesale,Arhar,4,Bhadrak,2016-17,7403,7403,ok
30,78,Wholesale,Arhar,4,Bhadrak,2017-18,-,,dash
30,78,Wholesale,Arhar,4,Bhadrak,2018-19,6571,6571,ok
30,78,Wholesale,Arhar,5,Bolangir,2013-14,4478,4478,ok
30,78,Wholesale,Arhar,5,Bolangir,2014-15,5213,5213,ok
30,78,Wholesale,Arhar,5,Bolangir,2015-16,5909,5909,ok
30,78,Wholesale,Arhar,5,Bolangir,2016-17,6432,6432,ok
30,78,Wholesale,Arhar,5,Bolangir,2017-18,6489,6489,ok
30,78,Wholesale,Arhar,5,Bolangir,2018-19,6489,6489,ok
30,78,Wholesale,Arhar,6,Boudh,2013-14,4733,4733,ok
30,78,Wholesale,Arhar,6,Boudh,2014-15,5733,5733,ok
30,78,Wholesale,Arhar,6,Boudh,2015-16,6499,6499,ok
30,78,Wholesale,Arhar,6,Boudh,2016-17,7074,7074,ok
30,78,Wholesale,Arhar,6,Boudh,2017-18,6600,6600,ok
30,78,Wholesale,Arhar,6,Boudh,2018-19,6640,6640,ok
30,78,Wholesale,Arhar,7,Cuttack,2013-14,5179,5179,ok
30,78,Wholesale,Arhar,7,Cuttack,2014-15,6000,6000,ok
30,78,Wholesale,Arhar,7,Cuttack,2015-16,6801,6801,ok
30,78,Wholesale,Arhar,7,Cuttack,2016-17,7403,7403,ok
30,78,Wholesale,Arhar,7,Cuttack,2017-18,-,,dash
30,78,Wholesale,Arhar,7,Cuttack,2018-19,-,,dash
30,78,Wholesale,Arhar,8,Deogarh,2013-14,4500,4500,ok
30,78,Wholesale,Arhar,8,Deogarh,2014-15,5600,5600,ok
30,78,Wholesale,Arhar,8,Deogarh,2015-16,6348,6348,ok
30,78,Wholesale,Arhar,8,Deogarh,2016-17,6909,6909,ok
30,78,Wholesale,Arhar,8,Deogarh,2017-18,6837,6837,ok
30,78,Wholesale,Arhar,8,Deogarh,2018-19,6461,6461,ok
30,78,Wholesale,Arhar,9,Dhenkanal,2013-14,4789,4789,ok
30,78,Wholesale,Arhar,9,Dhenkanal,2014-15,5800,5800,ok
30,78,Wholesale,Arhar,9,Dhenkanal,2015-16,6574,6574,ok
30,78,Wholesale,Arhar,9,Dhenkanal,2016-17,7156,7156,ok
30,78,Wholesale,Arhar,9,Dhenkanal,2017-18,-,,dash
30,78,Wholesale,Arhar,9,Dhenkanal,2018-19,-,,dash
30,78,Wholesale,Arhar,10,Gajpati,2013-14,4750,4750,ok
30,78,Wholesale,Arhar,10,Gajpati,2014-15,5600,5600,ok
30,78,Wholesale,Arhar,10,Gajpati,2015-16,6348,6348,ok
30,78,Wholesale,Arhar,10,Gajpati,2016-17,6909,6909,ok
30,78,Wholesale,Arhar,10,Gajpati,2017-18,6870,6870,ok
30,78,Wholesale,Arhar,10,Gajpati,2018-19,6120,6120,ok
30,78,Wholesale,Arhar,11,Ganjam,2013-14,4300,4300,ok
30,78,Wholesale,Arhar,11,Ganjam,2014-15,5200,5200,ok
30,78,Wholesale,Arhar,11,Ganjam,2015-16,5894,5894,ok
30,78,Wholesale,Arhar,11,Ganjam,2016-17,6416,6416,ok
30,78,Wholesale,Arhar,11,Ganjam,2017-18,6807,6807,ok
30,78,Wholesale,Arhar,11,Ganjam,2018-19,6312,6312,ok
30,78,Wholesale,Arhar,12,Jagatsinghpur,2013-14,4700,4700,ok
30,78,Wholesale,Arhar,12,Jagatsinghpur,2014-15,5900,5900,ok
30,78,Wholesale,Arhar,12,Jagatsinghpur,2015-16,6688,6688,ok
30,78,Wholesale,Arhar,12,Jagatsinghpur,2016-17,7279,7279,ok
30,78,Wholesale,Arhar,12,Jagatsinghpur,2017-18,-,,dash
30,78,Wholesale,Arhar,12,Jagatsinghpur,2018-19,-,,dash
30,78,Wholesale,Arhar,13,Jajpur,2013-14,4600,4600,ok
30,78,Wholesale,Arhar,13,Jajpur,2014-15,5533,5533,ok
30,78,Wholesale,Arhar,13,Jajpur,2015-16,6272,6272,ok
30,78,Wholesale,Arhar,13,Jajpur,2016-17,6827,6827,ok
30,78,Wholesale,Arhar,13,Jajpur,2017-18,7083,7083,ok
30,78,Wholesale,Arhar,13,Jajpur,2018-19,6200,6200,ok
30,78,Wholesale,Arhar,14,Jharsuguda,2013-14,4500,4500,ok
30,78,Wholesale,Arhar,14,Jharsuguda,2014-15,5650,5650,ok
30,78,Wholesale,Arhar,14,Jharsuguda,2015-16,6404,6404,ok
30,78,Wholesale,Arhar,14,Jharsuguda,2016-17,6971,6971,ok
30,78,Wholesale,Arhar,14,Jharsuguda,2017-18,-,,dash
30,78,Wholesale,Arhar,14,Jharsuguda,2018-19,-,,dash
30,78,Wholesale,Arhar,15,Kalahandi,2013-14,4586,4586,ok
30,78,Wholesale,Arhar,15,Kalahandi,2014-15,5050,5050,ok
30,78,Wholesale,Arhar,15,Kalahandi,2015-16,5724,5724,ok
30,78,Wholesale,Arhar,15,Kalahandi,2016-17,6231,6231,ok
30,78,Wholesale,Arhar,15,Kalahandi,2017-18,-,,dash
30,78,Wholesale,Arhar,15,Kalahandi,2018-19,-,,dash
30,78,Wholesale,Arhar,16,Kandhamal,2013-14,4738,4738,ok
30,78,Wholesale,Arhar,16,Kandhamal,2014-15,5716,5716,ok
30,78,Wholesale,Arhar,16,Kandhamal,2015-16,6479,6479,ok
30,78,Wholesale,Arhar,16,Kandhamal,2016-17,7052,7052,ok
30,78,Wholesale,Arhar,16,Kandhamal,2017-18,7467,7467,ok
30,78,Wholesale,Arhar,16,Kandhamal,2018-19,7467,7467,ok
30,78,Wholesale,Arhar,17,Kendrapara,2013-14,4889,4889,ok
30,78,Wholesale,Arhar,17,Kendrapara,2014-15,5800,5800,ok
30,78,Wholesale,Arhar,17,Kendrapara,2015-16,6574,6574,ok
30,78,Wholesale,Arhar,17,Kendrapara,2016-17,7156,7156,ok
30,78,Wholesale,Arhar,17,Kendrapara,2017-18,7300,7300,ok
30,78,Wholesale,Arhar,17,Kendrapara,2018-19,-,,dash
30,78,Wholesale,Arhar,18,Keonjhar,2013-14,4500,4500,ok
30,78,Wholesale,Arhar,18,Keonjhar,2014-15,5167,5167,ok
30,78,Wholesale,Arhar,18,Keonjhar,2015-16,5856,5856,ok
30,78,Wholesale,Arhar,18,Keonjhar,2016-17,6375,6375,ok
30,78,Wholesale,Arhar,18,Keonjhar,2017-18,6792,6792,ok
30,78,Wholesale,Arhar,18,Keonjhar,2018-19,6341,6341,ok
30,78,Wholesale,Arhar,19,Khurda,2013-14,4800,4800,ok
30,78,Wholesale,Arhar,19,Khurda,2014-15,6000,6000,ok
30,78,Wholesale,Arhar,19,Khurda,2015-16,6801,6801,ok
30,78,Wholesale,Arhar,19,Khurda,2016-17,7403,7403,ok
30,78,Wholesale,Arhar,19,Khurda,2017-18,6522,6522,ok
30,78,Wholesale,Arhar,19,Khurda,2018-19,-,,dash
30,78,Wholesale,Arhar,20,Koraput,2013-14,4600,4600,ok
30,78,Wholesale,Arhar,20,Koraput,2014-15,5658,5658,ok
30,78,Wholesale,Arhar,20,Koraput,2015-16,6414,6414,ok
30,78,Wholesale,Arhar,20,Koraput,2016-17,6981,6981,ok
30,78,Wholesale,Arhar,20,Koraput,2017-18,6500,6500,ok
30,78,Wholesale,Arhar,20,Koraput,2018-19,5800,5800,ok
30,78,Wholesale,Arhar,21,Malkangiri,2013-14,4733,4733,ok
30,78,Wholesale,Arhar,21,Malkangiri,2014-15,6011,6011,ok
30,78,Wholesale,Arhar,21,Malkangiri,2015-16,6814,6814,ok
30,78,Wholesale,Arhar,21,Malkangiri,2016-17,7417,7417,ok
30,78,Wholesale,Arhar,21,Malkangiri,2017-18,7000,7000,ok
30,78,Wholesale,Arhar,21,Malkangiri,2018-19,6725,6725,ok
30,78,Wholesale,Arhar,22,Mayurbhanj,2013-14,4488,4488,ok
30,78,Wholesale,Arhar,22,Mayurbhanj,2014-15,5036,5036,ok
30,78,Wholesale,Arhar,22,Mayurbhanj,2015-16,5708,5708,ok
30,78,Wholesale,Arhar,22,Mayurbhanj,2016-17,6213,6213,ok
30,78,Wholesale,Arhar,22,Mayurbhanj,2017-18,-,,dash
30,78,Wholesale,Arhar,22,Mayurbhanj,2018-19,5805,5805,ok
30,78,Wholesale,Arhar,23,Nabarangapur,2013-14,4500,4500,ok
30,78,Wholesale,Arhar,23,Nabarangapur,2014-15,5567,5567,ok
30,78,Wholesale,Arhar,23,Nabarangapur,2015-16,6310,6310,ok
30,78,Wholesale,Arhar,23,Nabarangapur,2016-17,6868,6868,ok
30,78,Wholesale,Arhar,23,Nabarangapur,2017-18,7513,7513,ok
30,78,Wholesale,Arhar,23,Nabarangapur,2018-19,6167,6167,ok
30,78,Wholesale,Arhar,24,Nayagarh,2013-14,4450,4450,ok
30,78,Wholesale,Arhar,24,Nayagarh,2014-15,4833,4833,ok
30,78,Wholesale,Arhar,24,Nayagarh,2015-16,5479,5479,ok
30,78,Wholesale,Arhar,24,Nayagarh,2016-17,5963,5963,ok
30,78,Wholesale,Arhar,24,Nayagarh,2017-18,6500,6500,ok
30,78,Wholesale,Arhar,24,Nayagarh,2018-19,5683,5683,ok
30,78,Wholesale,Arhar,25,Nuapara,2013-14,4576,4576,ok
30,78,Wholesale,Arhar,25,Nuapara,2014-15,5100,5100,ok
30,78,Wholesale,Arhar,25,Nuapara,2015-16,5781,5781,ok
30,78,Wholesale,Arhar,25,Nuapara,2016-17,6292,6292,ok
30,78,Wholesale,Arhar,25,Nuapara,2017-18,6800,6800,ok
30,78,Wholesale,Arhar,25,Nuapara,2018-19,7000,7000,ok
30,78,Wholesale,Arhar,26,Puri,2013-14,-,,dash
30,78,Wholesale,Arhar,26,Puri,2014-15,-,,dash
30,78,Wholesale,Arhar,26,Puri,2015-16,-,,dash
30,78,Wholesale,Arhar,26,Puri,2016-17,-,,dash
30,78,Wholesale,Arhar,26,Puri,2017-18,6700,6700,ok
30,78,Wholesale,Arhar,26,Puri,2018-19,-,,dash
30,78,Wholesale,Arhar,27,Rayagada,2013-14,4142,4142,ok
30,78,Wholesale,Arhar,27,Rayagada,2014-15,4500,4500,ok
30,78,Wholesale,Arhar,27,Rayagada,2015-16,5101,5101,ok
30,78,Wholesale,Arhar,27,Rayagada,2016-17,5552,5552,ok
30,78,Wholesale,Arhar,27,Rayagada,2017-18,-,,dash
30,78,Wholesale,Arhar,27,Rayagada,2018-19,-,,dash
30,78,Wholesale,Arhar,28,Sambalpur,2013-14,4500,4500,ok
30,78,Wholesale,Arhar,28,Sambalpur,2014-15,5500,5500,ok
30,78,Wholesale,Arhar,28,Sambalpur,2015-16,6234,6234,ok
30,78,Wholesale,Arhar,28,Sambalpur,2016-17,6786,6786,ok
30,78,Wholesale,Arhar,28,Sambalpur,2017-18,-,,dash
30,78,Wholesale,Arhar,28,Sambalpur,2018-19,-,,dash
30,78,Wholesale,Arhar,29,Sonepur,2013-14,4489,4489,ok
30,78,Wholesale,Arhar,29,Sonepur,2014-15,5700,5700,ok
30,78,Wholesale,Arhar,29,Sonepur,2015-16,6461,6461,ok
30,78,Wholesale,Arhar,29,Sonepur,2016-17,7033,7033,ok
30,78,Wholesale,Arhar,29,Sonepur,2017-18,6567,6567,ok
30,78,Wholesale,Arhar,29,Sonepur,2018-19,6200,6200,ok
30,78,Wholesale,Arhar,30,Sundargarh,2013-14,4400,4400,ok
30,78,Wholesale,Arhar,30,Sundargarh,2014-15,5500,5500,ok
30,78,Wholesale,Arhar,30,Sundargarh,2015-16,6234,6234,ok
30,78,Wholesale,Arhar,30,Sundargarh,2016-17,6786,6786,ok
30,78,Wholesale,Arhar,30,Sundargarh,2017-18,-,,dash
30,78,Wholesale,Arhar,30,Sundargarh,2018-19,6081,6081,ok
31,79,Wholesale,Castor,1,Angul,2013-14,3060,3060,ok
31,79,Wholesale,Castor,1,Angul,2014-15,3519,3519,ok
31,79,Wholesale,Castor,1,Angul,2015-16,3543,3543,ok
31,79,Wholesale,Castor,1,Angul,2016-17,3758,3758,ok
31,79,Wholesale,Castor,1,Angul,2017-18,-,,dash
31,79,Wholesale,Castor,1,Angul,2018-19,-,,dash
31,79,Wholesale,Castor,2,Balasore,2013-14,-,,dash
31,79,Wholesale,Castor,2,Balasore,2014-15,-,,dash
31,79,Wholesale,Castor,2,Balasore,2015-16,-,,dash
31,79,Wholesale,Castor,2,Balasore,2016-17,-,,dash
31,79,Wholesale,Castor,2,Balasore,2017-18,6000,6000,ok
31,79,Wholesale,Castor,2,Balasore,2018-19,-,,dash
31,79,Wholesale,Castor,3,Bargarh,2013-14,-,,dash
31,79,Wholesale,Castor,3,Bargarh,2014-15,-,,dash
31,79,Wholesale,Castor,3,Bargarh,2015-16,-,,dash
31,79,Wholesale,Castor,3,Bargarh,2016-17,-,,dash
31,79,Wholesale,Castor,3,Bargarh,2017-18,3500,3500,ok
31,79,Wholesale,Castor,3,Bargarh,2018-19,-,,dash
31,79,Wholesale,Castor,4,Bhadrak,2013-14,-,,dash
31,79,Wholesale,Castor,4,Bhadrak,2014-15,-,,dash
31,79,Wholesale,Castor,4,Bhadrak,2015-16,-,,dash
31,79,Wholesale,Castor,4,Bhadrak,2016-17,-,,dash
