reference_year,source_report,pdf_page,table_no,crop_table,product,sl_no,district_as_published,is_state_total,season,measure,unit,raw_value,value,cell_status
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,76,5.3,Maize,maize,30,Sundargarh,0,Autumn,area,ha,497,497,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,76,5.3,Maize,maize,30,Sundargarh,0,Autumn,yield_rate,qtl/ha,27.11,27.11,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,76,5.3,Maize,maize,30,Sundargarh,0,Autumn,production,qtl,13472,13472,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,76,5.3,Maize,maize,30,Sundargarh,0,Winter,area,ha,9,9,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,76,5.3,Maize,maize,30,Sundargarh,0,Winter,yield_rate,qtl/ha,21.56,21.56,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,76,5.3,Maize,maize,30,Sundargarh,0,Winter,production,qtl,194,194,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,76,5.3,Maize,maize,30,Sundargarh,0,Summer,area,ha,66,66,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,76,5.3,Maize,maize,30,Sundargarh,0,Summer,yield_rate,qtl/ha,25.36,25.36,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,76,5.3,Maize,maize,30,Sundargarh,0,Summer,production,qtl,1674,1674,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,76,5.3,Maize,maize,30,Sundargarh,0,Total,area,ha,572,572,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,76,5.3,Maize,maize,30,Sundargarh,0,Total,yield_rate,qtl/ha,26.82,26.82,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,76,5.3,Maize,maize,30,Sundargarh,0,Total,production,qtl,15340,15340,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,76,5.3,Maize,maize,,STATE,1,Autumn,area,ha,69652,69652,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,76,5.3,Maize,maize,,STATE,1,Autumn,yield_rate,qtl/ha,30.54,30.54,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,76,5.3,Maize,maize,,STATE,1,Autumn,production,qtl,2127064,2127064,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,76,5.3,Maize,maize,,STATE,1,Winter,area,ha,365,365,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,76,5.3,Maize,maize,,STATE,1,Winter,yield_rate,qtl/ha,30.82,30.82,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,76,5.3,Maize,maize,,STATE,1,Winter,production,qtl,11249,11249,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,76,5.3,Maize,maize,,STATE,1,Summer,area,ha,16198,16198,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,76,5.3,Maize,maize,,STATE,1,Summer,yield_rate,qtl/ha,31.44,31.44,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,76,5.3,Maize,maize,,STATE,1,Summer,production,qtl,509193,509193,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,76,5.3,Maize,maize,,STATE,1,Total,area,ha,86215,86215,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,76,5.3,Maize,maize,,STATE,1,Total,yield_rate,qtl/ha,30.71,30.71,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,76,5.3,Maize,maize,,STATE,1,Total,production,qtl,2647506,2647506,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,1,Angul,0,Autumn,area,ha,424,424,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,1,Angul,0,Autumn,yield_rate,qtl/ha,8.01,8.01,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,1,Angul,0,Autumn,production,qtl,3396,3396,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,1,Angul,0,Winter,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,1,Angul,0,Winter,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,1,Angul,0,Winter,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,1,Angul,0,Summer,area,ha,40,40,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,1,Angul,0,Summer,yield_rate,qtl/ha,9.62,9.62,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,1,Angul,0,Summer,production,qtl,385,385,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,1,Angul,0,Total,area,ha,464,464,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,1,Angul,0,Total,yield_rate,qtl/ha,8.15,8.15,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,1,Angul,0,Total,production,qtl,3781,3781,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,2,Balangir,0,Autumn,area,ha,206,206,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,2,Balangir,0,Autumn,yield_rate,qtl/ha,4.09,4.09,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,2,Balangir,0,Autumn,production,qtl,843,843,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,2,Balangir,0,Winter,area,ha,141,141,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,2,Balangir,0,Winter,yield_rate,qtl/ha,5.82,5.82,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,2,Balangir,0,Winter,production,qtl,821,821,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,2,Balangir,0,Summer,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,2,Balangir,0,Summer,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,2,Balangir,0,Summer,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,2,Balangir,0,Total,area,ha,347,347,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,2,Balangir,0,Total,yield_rate,qtl/ha,4.80,4.80,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,2,Balangir,0,Total,production,qtl,1664,1664,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,3,Balasore,0,Autumn,area,ha,1,1,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,3,Balasore,0,Autumn,yield_rate,qtl/ha,2.25,2.25,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,3,Balasore,0,Autumn,production,qtl,2,2,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,3,Balasore,0,Winter,area,ha,62,62,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,3,Balasore,0,Winter,yield_rate,qtl/ha,4.52,4.52,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,3,Balasore,0,Winter,production,qtl,280,280,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,3,Balasore,0,Summer,area,ha,91,91,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,3,Balasore,0,Summer,yield_rate,qtl/ha,5.42,5.42,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,3,Balasore,0,Summer,production,qtl,493,493,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,3,Balasore,0,Total,area,ha,154,154,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,3,Balasore,0,Total,yield_rate,qtl/ha,5.03,5.03,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,3,Balasore,0,Total,production,qtl,775,775,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,4,Bargarh,0,Autumn,area,ha,1585,1585,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,4,Bargarh,0,Autumn,yield_rate,qtl/ha,5.31,5.31,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,4,Bargarh,0,Autumn,production,qtl,8416,8416,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,4,Bargarh,0,Winter,area,ha,391,391,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,4,Bargarh,0,Winter,yield_rate,qtl/ha,9.10,9.10,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,4,Bargarh,0,Winter,production,qtl,3558,3558,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,4,Bargarh,0,Summer,area,ha,205,205,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,4,Bargarh,0,Summer,yield_rate,qtl/ha,5.30,5.30,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,4,Bargarh,0,Summer,production,qtl,1087,1087,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,4,Bargarh,0,Total,area,ha,2181,2181,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,4,Bargarh,0,Total,yield_rate,qtl/ha,5.99,5.99,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,4,Bargarh,0,Total,production,qtl,13061,13061,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,5,Bhadrak,0,Autumn,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,5,Bhadrak,0,Autumn,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,5,Bhadrak,0,Autumn,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,5,Bhadrak,0,Winter,area,ha,S,,below_half_unit
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,5,Bhadrak,0,Winter,yield_rate,qtl/ha,5.17,5.17,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,5,Bhadrak,0,Winter,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,5,Bhadrak,0,Summer,area,ha,2,2,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,5,Bhadrak,0,Summer,yield_rate,qtl/ha,1.20,1.20,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,5,Bhadrak,0,Summer,production,qtl,2,2,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,5,Bhadrak,0,Total,area,ha,2,2,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,5,Bhadrak,0,Total,yield_rate,qtl/ha,1.00,1.00,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,5,Bhadrak,0,Total,production,qtl,2,2,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,6,Boudh,0,Autumn,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,6,Boudh,0,Autumn,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,6,Boudh,0,Autumn,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,6,Boudh,0,Winter,area,ha,25,25,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,6,Boudh,0,Winter,yield_rate,qtl/ha,3.93,3.93,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,6,Boudh,0,Winter,production,qtl,98,98,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,6,Boudh,0,Summer,area,ha,8,8,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,6,Boudh,0,Summer,yield_rate,qtl/ha,4.83,4.83,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,6,Boudh,0,Summer,production,qtl,39,39,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,6,Boudh,0,Total,area,ha,33,33,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,6,Boudh,0,Total,yield_rate,qtl/ha,4.15,4.15,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,6,Boudh,0,Total,production,qtl,137,137,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,7,Cuttack,0,Autumn,area,ha,167,167,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,7,Cuttack,0,Autumn,yield_rate,qtl/ha,8.92,8.92,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,7,Cuttack,0,Autumn,production,qtl,1490,1490,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,7,Cuttack,0,Winter,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,7,Cuttack,0,Winter,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,7,Cuttack,0,Winter,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,7,Cuttack,0,Summer,area,ha,10,10,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,7,Cuttack,0,Summer,yield_rate,qtl/ha,10.41,10.41,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,7,Cuttack,0,Summer,production,qtl,104,104,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,7,Cuttack,0,Total,area,ha,177,177,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,7,Cuttack,0,Total,yield_rate,qtl/ha,9.01,9.01,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,7,Cuttack,0,Total,production,qtl,1594,1594,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,8,Deogarh,0,Autumn,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,8,Deogarh,0,Autumn,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,8,Deogarh,0,Autumn,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,8,Deogarh,0,Winter,area,ha,20,20,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,8,Deogarh,0,Winter,yield_rate,qtl/ha,4.37,4.37,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,8,Deogarh,0,Winter,production,qtl,87,87,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,8,Deogarh,0,Summer,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,8,Deogarh,0,Summer,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,8,Deogarh,0,Summer,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,8,Deogarh,0,Total,area,ha,20,20,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,8,Deogarh,0,Total,yield_rate,qtl/ha,4.35,4.35,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,8,Deogarh,0,Total,production,qtl,87,87,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,9,Dhenkanal,0,Autumn,area,ha,87,87,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,9,Dhenkanal,0,Autumn,yield_rate,qtl/ha,6.26,6.26,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,9,Dhenkanal,0,Autumn,production,qtl,545,545,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,9,Dhenkanal,0,Winter,area,ha,11,11,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,9,Dhenkanal,0,Winter,yield_rate,qtl/ha,5.39,5.39,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,9,Dhenkanal,0,Winter,production,qtl,59,59,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,9,Dhenkanal,0,Summer,area,ha,8,8,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,9,Dhenkanal,0,Summer,yield_rate,qtl/ha,5.01,5.01,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,9,Dhenkanal,0,Summer,production,qtl,40,40,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,9,Dhenkanal,0,Total,area,ha,106,106,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,9,Dhenkanal,0,Total,yield_rate,qtl/ha,6.08,6.08,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,9,Dhenkanal,0,Total,production,qtl,644,644,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,10,Gajapati,0,Autumn,area,ha,1077,1077,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,10,Gajapati,0,Autumn,yield_rate,qtl/ha,6.86,6.86,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,10,Gajapati,0,Autumn,production,qtl,7388,7388,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,10,Gajapati,0,Winter,area,ha,104,104,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,10,Gajapati,0,Winter,yield_rate,qtl/ha,5.62,5.62,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,10,Gajapati,0,Winter,production,qtl,584,584,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,10,Gajapati,0,Summer,area,ha,50,50,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,10,Gajapati,0,Summer,yield_rate,qtl/ha,6.41,6.41,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,10,Gajapati,0,Summer,production,qtl,321,321,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,10,Gajapati,0,Total,area,ha,1231,1231,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,10,Gajapati,0,Total,yield_rate,qtl/ha,6.74,6.74,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,10,Gajapati,0,Total,production,qtl,8293,8293,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,11,Ganjam,0,Autumn,area,ha,1254,1254,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,11,Ganjam,0,Autumn,yield_rate,qtl/ha,14.32,14.32,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,11,Ganjam,0,Autumn,production,qtl,17957,17957,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,11,Ganjam,0,Winter,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,11,Ganjam,0,Winter,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,11,Ganjam,0,Winter,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,11,Ganjam,0,Summer,area,ha,92,92,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,11,Ganjam,0,Summer,yield_rate,qtl/ha,10.89,10.89,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,11,Ganjam,0,Summer,production,qtl,1002,1002,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,11,Ganjam,0,Total,area,ha,1346,1346,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,11,Ganjam,0,Total,yield_rate,qtl/ha,14.09,14.09,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,77,5.4,Ragi,ragi,11,Ganjam,0,Total,production,qtl,18959,18959,ok
