reference_year,source_report,pdf_page,table_no,crop_table,product,sl_no,district_as_published,is_state_total,season,measure,unit,raw_value,value,cell_status
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,5,Bhadrak,0,Summer,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,5,Bhadrak,0,Summer,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,5,Bhadrak,0,Summer,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,5,Bhadrak,0,Total,area,ha,64,64,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,5,Bhadrak,0,Total,yield_rate,qtl/ha,333.33,333.33,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,5,Bhadrak,0,Total,production,qtl,21333,21333,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,6,Boudh,0,Autumn,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,6,Boudh,0,Autumn,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,6,Boudh,0,Autumn,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,6,Boudh,0,Winter,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,6,Boudh,0,Winter,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,6,Boudh,0,Winter,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,6,Boudh,0,Summer,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,6,Boudh,0,Summer,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,6,Boudh,0,Summer,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,6,Boudh,0,Total,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,6,Boudh,0,Total,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,6,Boudh,0,Total,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,7,Cuttack,0,Autumn,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,7,Cuttack,0,Autumn,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,7,Cuttack,0,Autumn,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,7,Cuttack,0,Winter,area,ha,225,225,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,7,Cuttack,0,Winter,yield_rate,qtl/ha,726.40,726.40,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,7,Cuttack,0,Winter,production,qtl,163440,163440,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,7,Cuttack,0,Summer,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,7,Cuttack,0,Summer,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,7,Cuttack,0,Summer,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,7,Cuttack,0,Total,area,ha,225,225,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,7,Cuttack,0,Total,yield_rate,qtl/ha,726.40,726.40,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,7,Cuttack,0,Total,production,qtl,163440,163440,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,8,Deogarh,0,Autumn,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,8,Deogarh,0,Autumn,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,8,Deogarh,0,Autumn,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,8,Deogarh,0,Winter,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,8,Deogarh,0,Winter,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,8,Deogarh,0,Winter,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,8,Deogarh,0,Summer,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,8,Deogarh,0,Summer,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,8,Deogarh,0,Summer,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,8,Deogarh,0,Total,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,8,Deogarh,0,Total,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,8,Deogarh,0,Total,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,9,Dhenkanal,0,Autumn,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,9,Dhenkanal,0,Autumn,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,9,Dhenkanal,0,Autumn,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,9,Dhenkanal,0,Winter,area,ha,574,574,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,9,Dhenkanal,0,Winter,yield_rate,qtl/ha,723.48,723.48,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,9,Dhenkanal,0,Winter,production,qtl,415278,415278,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,9,Dhenkanal,0,Summer,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,9,Dhenkanal,0,Summer,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,9,Dhenkanal,0,Summer,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,9,Dhenkanal,0,Total,area,ha,574,574,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,9,Dhenkanal,0,Total,yield_rate,qtl/ha,723.48,723.48,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,9,Dhenkanal,0,Total,production,qtl,415278,415278,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,10,Gajapati,0,Autumn,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,10,Gajapati,0,Autumn,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,10,Gajapati,0,Autumn,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,10,Gajapati,0,Winter,area,ha,1,1,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,10,Gajapati,0,Winter,yield_rate,qtl/ha,100.00,100.00,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,10,Gajapati,0,Winter,production,qtl,100,100,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,10,Gajapati,0,Summer,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,10,Gajapati,0,Summer,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,10,Gajapati,0,Summer,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,10,Gajapati,0,Total,area,ha,1,1,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,10,Gajapati,0,Total,yield_rate,qtl/ha,100.00,100.00,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,10,Gajapati,0,Total,production,qtl,100,100,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,11,Ganjam,0,Autumn,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,11,Ganjam,0,Autumn,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,11,Ganjam,0,Autumn,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,11,Ganjam,0,Winter,area,ha,285,285,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,11,Ganjam,0,Winter,yield_rate,qtl/ha,634.00,634.00,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,11,Ganjam,0,Winter,production,qtl,180690,180690,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,11,Ganjam,0,Summer,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,11,Ganjam,0,Summer,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,11,Ganjam,0,Summer,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,11,Ganjam,0,Total,area,ha,285,285,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,11,Ganjam,0,Total,yield_rate,qtl/ha,634.00,634.00,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,11,Ganjam,0,Total,production,qtl,180690,180690,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,12,Jagatsinghpur,0,Autumn,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,12,Jagatsinghpur,0,Autumn,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,12,Jagatsinghpur,0,Autumn,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,12,Jagatsinghpur,0,Winter,area,ha,376,376,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,12,Jagatsinghpur,0,Winter,yield_rate,qtl/ha,579.11,579.11,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,12,Jagatsinghpur,0,Winter,production,qtl,217745,217745,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,12,Jagatsinghpur,0,Summer,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,12,Jagatsinghpur,0,Summer,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,12,Jagatsinghpur,0,Summer,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,12,Jagatsinghpur,0,Total,area,ha,376,376,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,12,Jagatsinghpur,0,Total,yield_rate,qtl/ha,579.11,579.11,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,12,Jagatsinghpur,0,Total,production,qtl,217745,217745,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,13,Jajpur,0,Autumn,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,13,Jajpur,0,Autumn,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,13,Jajpur,0,Autumn,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,13,Jajpur,0,Winter,area,ha,1868,1868,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,13,Jajpur,0,Winter,yield_rate,qtl/ha,507.23,507.23,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,13,Jajpur,0,Winter,production,qtl,947506,947506,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,13,Jajpur,0,Summer,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,13,Jajpur,0,Summer,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,13,Jajpur,0,Summer,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,13,Jajpur,0,Total,area,ha,1868,1868,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,13,Jajpur,0,Total,yield_rate,qtl/ha,507.23,507.23,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,13,Jajpur,0,Total,production,qtl,947506,947506,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,14,Jharsuguda,0,Autumn,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,14,Jharsuguda,0,Autumn,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,14,Jharsuguda,0,Autumn,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,14,Jharsuguda,0,Winter,area,ha,70,70,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,14,Jharsuguda,0,Winter,yield_rate,qtl/ha,898.00,898.00,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,14,Jharsuguda,0,Winter,production,qtl,62860,62860,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,14,Jharsuguda,0,Summer,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,14,Jharsuguda,0,Summer,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,14,Jharsuguda,0,Summer,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,14,Jharsuguda,0,Total,area,ha,70,70,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,14,Jharsuguda,0,Total,yield_rate,qtl/ha,898.00,898.00,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,14,Jharsuguda,0,Total,production,qtl,62860,62860,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,15,Kalahandi,0,Autumn,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,15,Kalahandi,0,Autumn,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,15,Kalahandi,0,Autumn,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,15,Kalahandi,0,Winter,area,ha,1034,1034,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,15,Kalahandi,0,Winter,yield_rate,qtl/ha,395.05,395.05,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,15,Kalahandi,0,Winter,production,qtl,408482,408482,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,15,Kalahandi,0,Summer,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,15,Kalahandi,0,Summer,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,15,Kalahandi,0,Summer,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,15,Kalahandi,0,Total,area,ha,1034,1034,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,15,Kalahandi,0,Total,yield_rate,qtl/ha,395.05,395.05,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,15,Kalahandi,0,Total,production,qtl,408482,408482,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,16,Kandhamal,0,Autumn,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,16,Kandhamal,0,Autumn,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,16,Kandhamal,0,Autumn,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,16,Kandhamal,0,Winter,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,16,Kandhamal,0,Winter,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,16,Kandhamal,0,Winter,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,16,Kandhamal,0,Summer,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,16,Kandhamal,0,Summer,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,16,Kandhamal,0,Summer,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,16,Kandhamal,0,Total,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,16,Kandhamal,0,Total,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,16,Kandhamal,0,Total,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,17,Kendrapada,0,Autumn,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,17,Kendrapada,0,Autumn,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,17,Kendrapada,0,Autumn,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,17,Kendrapada,0,Winter,area,ha,225,225,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,17,Kendrapada,0,Winter,yield_rate,qtl/ha,569.78,569.78,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,17,Kendrapada,0,Winter,production,qtl,128201,128201,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,17,Kendrapada,0,Summer,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,17,Kendrapada,0,Summer,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,17,Kendrapada,0,Summer,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,17,Kendrapada,0,Total,area,ha,225,225,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,87,5.14,Sugarcane,sugarcane,17,Kendrapada,0,Total,yield_rate,qtl/ha,569.78,569.78,ok
