Year,District,Block,Code,Block_Urban,Land Use Category,Area in Ha
2023-24,Balasore,Remuna,14,Block,Net_Area_Sown_Irrigated,1883
2023-24,Balasore,Remuna,14,Block,Net_Area_Sown_Unirrigated,12844
2023-24,Balasore,Remuna,14,Block,Net_Area_Sown_Total,14727
2023-24,Balasore,Remuna,14,Block,Total_Area_under_Survey,30410
2023-24,Balasore,Balasore,15,Block,Forest,169
2023-24,Balasore,Balasore,15,Block,Land_put_to_Non_Agricultural_use,9975
2023-24,Balasore,Balasore,15,Block,Barren_&_Non_Cultivable_land,678
2023-24,Balasore,Balasore,15,Block,Permanent_Pastures_&_other_grazing_land,3340
2023-24,Balasore,Balasore,15,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,987
2023-24,Balasore,Balasore,15,Block,Cultivable_Waste,3170
2023-24,Balasore,Balasore,15,Block,Old_Fallows,1648
2023-24,Balasore,Balasore,15,Block,Current_Fallows,1630
2023-24,Balasore,Balasore,15,Block,Net_Area_Sown_Irrigated,3854
2023-24,Balasore,Balasore,15,Block,Net_Area_Sown_Unirrigated,17947
2023-24,Balasore,Balasore,15,Block,Net_Area_Sown_Total,21801
2023-24,Balasore,Balasore,15,Block,Total_Area_under_Survey,43398
2023-24,Balasore,Basta,16,Block,Forest,51
2023-24,Balasore,Basta,16,Block,Land_put_to_Non_Agricultural_use,4847
2023-24,Balasore,Basta,16,Block,Barren_&_Non_Cultivable_land,0
2023-24,Balasore,Basta,16,Block,Permanent_Pastures_&_other_grazing_land,1430
2023-24,Balasore,Basta,16,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,652
2023-24,Balasore,Basta,16,Block,Cultivable_Waste,1623
2023-24,Balasore,Basta,16,Block,Old_Fallows,1401
2023-24,Balasore,Basta,16,Block,Current_Fallows,2140
2023-24,Balasore,Basta,16,Block,Net_Area_Sown_Irrigated,6959
2023-24,Balasore,Basta,16,Block,Net_Area_Sown_Unirrigated,7324
2023-24,Balasore,Basta,16,Block,Net_Area_Sown_Total,14283
2023-24,Balasore,Basta,16,Block,Total_Area_under_Survey,26427
2023-24,Balasore,Baliapal,17,Block,Forest,103
2023-24,Balasore,Baliapal,17,Block,Land_put_to_Non_Agricultural_use,2590
2023-24,Balasore,Baliapal,17,Block,Barren_&_Non_Cultivable_land,553
2023-24,Balasore,Baliapal,17,Block,Permanent_Pastures_&_other_grazing_land,1457
2023-24,Balasore,Baliapal,17,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,367
2023-24,Balasore,Baliapal,17,Block,Cultivable_Waste,1846
2023-24,Balasore,Baliapal,17,Block,Old_Fallows,1625
2023-24,Balasore,Baliapal,17,Block,Current_Fallows,1024
2023-24,Balasore,Baliapal,17,Block,Net_Area_Sown_Irrigated,14097
2023-24,Balasore,Baliapal,17,Block,Net_Area_Sown_Unirrigated,3907
2023-24,Balasore,Baliapal,17,Block,Net_Area_Sown_Total,18004
2023-24,Balasore,Baliapal,17,Block,Total_Area_under_Survey,27569
2023-24,Balasore,Bhogarai,18,Block,Forest,814
2023-24,Balasore,Bhogarai,18,Block,Land_put_to_Non_Agricultural_use,7132
2023-24,Balasore,Bhogarai,18,Block,Barren_&_Non_Cultivable_land,643
2023-24,Balasore,Bhogarai,18,Block,Permanent_Pastures_&_other_grazing_land,1461
2023-24,Balasore,Bhogarai,18,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,3478
2023-24,Balasore,Bhogarai,18,Block,Cultivable_Waste,3645
2023-24,Balasore,Bhogarai,18,Block,Old_Fallows,1481
2023-24,Balasore,Bhogarai,18,Block,Current_Fallows,1280
2023-24,Balasore,Bhogarai,18,Block,Net_Area_Sown_Irrigated,13270
2023-24,Balasore,Bhogarai,18,Block,Net_Area_Sown_Unirrigated,1243
2023-24,Balasore,Bhogarai,18,Block,Net_Area_Sown_Total,14513
2023-24,Balasore,Bhogarai,18,Block,Total_Area_under_Survey,34447
2023-24,Balasore,Jaleswar,19,Block,Forest,373
2023-24,Balasore,Jaleswar,19,Block,Land_put_to_Non_Agricultural_use,5501
2023-24,Balasore,Jaleswar,19,Block,Barren_&_Non_Cultivable_land,170
2023-24,Balasore,Jaleswar,19,Block,Permanent_Pastures_&_other_grazing_land,2128
2023-24,Balasore,Jaleswar,19,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,1265
2023-24,Balasore,Jaleswar,19,Block,Cultivable_Waste,2507
2023-24,Balasore,Jaleswar,19,Block,Old_Fallows,1382
2023-24,Balasore,Jaleswar,19,Block,Current_Fallows,2760
2023-24,Balasore,Jaleswar,19,Block,Net_Area_Sown_Irrigated,17687
2023-24,Balasore,Jaleswar,19,Block,Net_Area_Sown_Unirrigated,2079
2023-24,Balasore,Jaleswar,19,Block,Net_Area_Sown_Total,19766
2023-24,Balasore,Jaleswar,19,Block,Total_Area_under_Survey,35852
2023-24,Balasore,URBAN,,Urban,Forest,250
2023-24,Balasore,URBAN,,Urban,Land_put_to_Non_Agricultural_use,2127
2023-24,Balasore,URBAN,,Urban,Barren_&_Non_Cultivable_land,168
2023-24,Balasore,URBAN,,Urban,Permanent_Pastures_&_other_grazing_land,620
2023-24,Balasore,URBAN,,Urban,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,376
2023-24,Balasore,URBAN,,Urban,Cultivable_Waste,791
2023-24,Balasore,URBAN,,Urban,Old_Fallows,553
2023-24,Balasore,URBAN,,Urban,Current_Fallows,810
2023-24,Balasore,URBAN,,Urban,Net_Area_Sown_Irrigated,772
2023-24,Balasore,URBAN,,Urban,Net_Area_Sown_Unirrigated,1997
2023-24,Balasore,URBAN,,Urban,Net_Area_Sown_Total,2769
2023-24,Balasore,URBAN,,Urban,Total_Area_under_Survey,8464
2023-24,Baragarh,Pikamal,269,Block,Forest,5271
2023-24,Baragarh,Pikamal,269,Block,Land_put_to_Non_Agricultural_use,5168
2023-24,Baragarh,Pikamal,269,Block,Barren_&_Non_Cultivable_land,597
2023-24,Baragarh,Pikamal,269,Block,Permanent_Pastures_&_other_grazing_land,3256
2023-24,Baragarh,Pikamal,269,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,1
2023-24,Baragarh,Pikamal,269,Block,Cultivable_Waste,676
2023-24,Baragarh,Pikamal,269,Block,Old_Fallows,5808
2023-24,Baragarh,Pikamal,269,Block,Current_Fallows,3787
2023-24,Baragarh,Pikamal,269,Block,Net_Area_Sown_Irrigated,7160
2023-24,Baragarh,Pikamal,269,Block,Net_Area_Sown_Unirrigated,24969
2023-24,Baragarh,Pikamal,269,Block,Net_Area_Sown_Total,32129
2023-24,Baragarh,Pikamal,269,Block,Total_Area_under_Survey,56693
2023-24,Baragarh,Padmapur,270,Block,Forest,1644
2023-24,Baragarh,Padmapur,270,Block,Land_put_to_Non_Agricultural_use,4243
2023-24,Baragarh,Padmapur,270,Block,Barren_&_Non_Cultivable_land,674
2023-24,Baragarh,Padmapur,270,Block,Permanent_Pastures_&_other_grazing_land,1449
2023-24,Baragarh,Padmapur,270,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,36
2023-24,Baragarh,Padmapur,270,Block,Cultivable_Waste,2443
2023-24,Baragarh,Padmapur,270,Block,Old_Fallows,1409
2023-24,Baragarh,Padmapur,270,Block,Current_Fallows,4658
2023-24,Baragarh,Padmapur,270,Block,Net_Area_Sown_Irrigated,18610
2023-24,Baragarh,Padmapur,270,Block,Net_Area_Sown_Unirrigated,13542
2023-24,Baragarh,Padmapur,270,Block,Net_Area_Sown_Total,32152
2023-24,Baragarh,Padmapur,270,Block,Total_Area_under_Survey,48708
2023-24,Baragarh,Gaisilet,271,Block,Forest,1654
2023-24,Baragarh,Gaisilet,271,Block,Land_put_to_Non_Agricultural_use,2942
2023-24,Baragarh,Gaisilet,271,Block,Barren_&_Non_Cultivable_land,443
2023-24,Baragarh,Gaisilet,271,Block,Permanent_Pastures_&_other_grazing_land,1752
2023-24,Baragarh,Gaisilet,271,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,12
2023-24,Baragarh,Gaisilet,271,Block,Cultivable_Waste,833
2023-24,Baragarh,Gaisilet,271,Block,Old_Fallows,1658
2023-24,Baragarh,Gaisilet,271,Block,Current_Fallows,1650
2023-24,Baragarh,Gaisilet,271,Block,Net_Area_Sown_Irrigated,2057
2023-24,Baragarh,Gaisilet,271,Block,Net_Area_Sown_Unirrigated,22556
2023-24,Baragarh,Gaisilet,271,Block,Net_Area_Sown_Total,24613
2023-24,Baragarh,Gaisilet,271,Block,Total_Area_under_Survey,35557
2023-24,Baragarh,Bijepur,272,Block,Forest,1720
2023-24,Baragarh,Bijepur,272,Block,Land_put_to_Non_Agricultural_use,2773
2023-24,Baragarh,Bijepur,272,Block,Barren_&_Non_Cultivable_land,803
2023-24,Baragarh,Bijepur,272,Block,Permanent_Pastures_&_other_grazing_land,1533
2023-24,Baragarh,Bijepur,272,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,237
2023-24,Baragarh,Bijepur,272,Block,Cultivable_Waste,859
2023-24,Baragarh,Bijepur,272,Block,Old_Fallows,3664
2023-24,Baragarh,Bijepur,272,Block,Current_Fallows,2102
2023-24,Baragarh,Bijepur,272,Block,Net_Area_Sown_Irrigated,5540
2023-24,Baragarh,Bijepur,272,Block,Net_Area_Sown_Unirrigated,11243
2023-24,Baragarh,Bijepur,272,Block,Net_Area_Sown_Total,16783
2023-24,Baragarh,Bijepur,272,Block,Total_Area_under_Survey,30474
2023-24,Baragarh,Sohela,273,Block,Forest,2422
2023-24,Baragarh,Sohela,273,Block,Land_put_to_Non_Agricultural_use,4105
2023-24,Baragarh,Sohela,273,Block,Barren_&_Non_Cultivable_land,524
2023-24,Baragarh,Sohela,273,Block,Permanent_Pastures_&_other_grazing_land,2698
2023-24,Baragarh,Sohela,273,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,309
2023-24,Baragarh,Sohela,273,Block,Cultivable_Waste,2021
2023-24,Baragarh,Sohela,273,Block,Old_Fallows,8917
2023-24,Baragarh,Sohela,273,Block,Current_Fallows,4380
2023-24,Baragarh,Sohela,273,Block,Net_Area_Sown_Irrigated,2401
2023-24,Baragarh,Sohela,273,Block,Net_Area_Sown_Unirrigated,23614
2023-24,Baragarh,Sohela,273,Block,Net_Area_Sown_Total,26015
2023-24,Baragarh,Sohela,273,Block,Total_Area_under_Survey,51391
2023-24,Baragarh,Jharbandha,274,Block,Forest,4005
2023-24,Baragarh,Jharbandha,274,Block,Land_put_to_Non_Agricultural_use,2822
2023-24,Baragarh,Jharbandha,274,Block,Barren_&_Non_Cultivable_land,1572
2023-24,Baragarh,Jharbandha,274,Block,Permanent_Pastures_&_other_grazing_land,1210
2023-24,Baragarh,Jharbandha,274,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,1
2023-24,Baragarh,Jharbandha,274,Block,Cultivable_Waste,1334
2023-24,Baragarh,Jharbandha,274,Block,Old_Fallows,1957
2023-24,Baragarh,Jharbandha,274,Block,Current_Fallows,1349
2023-24,Baragarh,Jharbandha,274,Block,Net_Area_Sown_Irrigated,2981
2023-24,Baragarh,Jharbandha,274,Block,Net_Area_Sown_Unirrigated,25063
2023-24,Baragarh,Jharbandha,274,Block,Net_Area_Sown_Total,28044
2023-24,Baragarh,Jharbandha,274,Block,Total_Area_under_Survey,42294
2023-24,Baragarh,Barapali,275,Block,Forest,287
2023-24,Baragarh,Barapali,275,Block,Land_put_to_Non_Agricultural_use,4512
2023-24,Baragarh,Barapali,275,Block,Barren_&_Non_Cultivable_land,203
2023-24,Baragarh,Barapali,275,Block,Permanent_Pastures_&_other_grazing_land,557
2023-24,Baragarh,Barapali,275,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,22
2023-24,Baragarh,Barapali,275,Block,Cultivable_Waste,474
2023-24,Baragarh,Barapali,275,Block,Old_Fallows,707
2023-24,Baragarh,Barapali,275,Block,Current_Fallows,1481
2023-24,Baragarh,Barapali,275,Block,Net_Area_Sown_Irrigated,18324
2023-24,Baragarh,Barapali,275,Block,Net_Area_Sown_Unirrigated,223
2023-24,Baragarh,Barapali,275,Block,Net_Area_Sown_Total,18547
2023-24,Baragarh,Barapali,275,Block,Total_Area_under_Survey,26790
2023-24,Baragarh,Bheden,276,Block,Forest,259
2023-24,Baragarh,Bheden,276,Block,Land_put_to_Non_Agricultural_use,5814
2023-24,Baragarh,Bheden,276,Block,Barren_&_Non_Cultivable_land,442
2023-24,Baragarh,Bheden,276,Block,Permanent_Pastures_&_other_grazing_land,2249
2023-24,Baragarh,Bheden,276,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,32
2023-24,Baragarh,Bheden,276,Block,Cultivable_Waste,1665
2023-24,Baragarh,Bheden,276,Block,Old_Fallows,1166
2023-24,Baragarh,Bheden,276,Block,Current_Fallows,1215
2023-24,Baragarh,Bheden,276,Block,Net_Area_Sown_Irrigated,23400
2023-24,Baragarh,Bheden,276,Block,Net_Area_Sown_Unirrigated,98
2023-24,Baragarh,Bheden,276,Block,Net_Area_Sown_Total,23498
2023-24,Baragarh,Bheden,276,Block,Total_Area_under_Survey,36340
2023-24,Baragarh,Attabira,277,Block,Forest,801
2023-24,Baragarh,Attabira,277,Block,Land_put_to_Non_Agricultural_use,7585
2023-24,Baragarh,Attabira,277,Block,Barren_&_Non_Cultivable_land,1298
2023-24,Baragarh,Attabira,277,Block,Permanent_Pastures_&_other_grazing_land,1941
2023-24,Baragarh,Attabira,277,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,125
2023-24,Baragarh,Attabira,277,Block,Cultivable_Waste,1076
2023-24,Baragarh,Attabira,277,Block,Old_Fallows,893
2023-24,Baragarh,Attabira,277,Block,Current_Fallows,865
2023-24,Baragarh,Attabira,277,Block,Net_Area_Sown_Irrigated,23296
2023-24,Baragarh,Attabira,277,Block,Net_Area_Sown_Unirrigated,103
2023-24,Baragarh,Attabira,277,Block,Net_Area_Sown_Total,23399
2023-24,Baragarh,Attabira,277,Block,Total_Area_under_Survey,37983
2023-24,Baragarh,Baragarh,278,Block,Forest,412
2023-24,Baragarh,Baragarh,278,Block,Land_put_to_Non_Agricultural_use,6722
2023-24,Baragarh,Baragarh,278,Block,Barren_&_Non_Cultivable_land,458
2023-24,Baragarh,Baragarh,278,Block,Permanent_Pastures_&_other_grazing_land,693
2023-24,Baragarh,Baragarh,278,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,307
2023-24,Baragarh,Baragarh,278,Block,Cultivable_Waste,778
2023-24,Baragarh,Baragarh,278,Block,Old_Fallows,890
2023-24,Baragarh,Baragarh,278,Block,Current_Fallows,847
2023-24,Baragarh,Baragarh,278,Block,Net_Area_Sown_Irrigated,24536
2023-24,Baragarh,Baragarh,278,Block,Net_Area_Sown_Unirrigated,1166
2023-24,Baragarh,Baragarh,278,Block,Net_Area_Sown_Total,25702
2023-24,Baragarh,Baragarh,278,Block,Total_Area_under_Survey,36809
2023-24,Baragarh,Bhattali,279,Block,Forest,1370
2023-24,Baragarh,Bhattali,279,Block,Land_put_to_Non_Agricultural_use,6983
2023-24,Baragarh,Bhattali,279,Block,Barren_&_Non_Cultivable_land,52
2023-24,Baragarh,Bhattali,279,Block,Permanent_Pastures_&_other_grazing_land,3635
2023-24,Baragarh,Bhattali,279,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,152
2023-24,Baragarh,Bhattali,279,Block,Cultivable_Waste,3139
2023-24,Baragarh,Bhattali,279,Block,Old_Fallows,4070
2023-24,Baragarh,Bhattali,279,Block,Current_Fallows,1986
2023-24,Baragarh,Bhattali,279,Block,Net_Area_Sown_Irrigated,6013
2023-24,Baragarh,Bhattali,279,Block,Net_Area_Sown_Unirrigated,10961
2023-24,Baragarh,Bhattali,279,Block,Net_Area_Sown_Total,16974
2023-24,Baragarh,Bhattali,279,Block,Total_Area_under_Survey,38361
2023-24,Baragarh,Ambabhana,280,Block,Forest,827
2023-24,Baragarh,Ambabhana,280,Block,Land_put_to_Non_Agricultural_use,2433
2023-24,Baragarh,Ambabhana,280,Block,Barren_&_Non_Cultivable_land,237
2023-24,Baragarh,Ambabhana,280,Block,Permanent_Pastures_&_other_grazing_land,780
2023-24,Baragarh,Ambabhana,280,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,0
2023-24,Baragarh,Ambabhana,280,Block,Cultivable_Waste,786
2023-24,Baragarh,Ambabhana,280,Block,Old_Fallows,920
2023-24,Baragarh,Ambabhana,280,Block,Current_Fallows,751
2023-24,Baragarh,Ambabhana,280,Block,Net_Area_Sown_Irrigated,4021
2023-24,Baragarh,Ambabhana,280,Block,Net_Area_Sown_Unirrigated,9817
2023-24,Baragarh,Ambabhana,280,Block,Net_Area_Sown_Total,13838
2023-24,Baragarh,Ambabhana,280,Block,Total_Area_under_Survey,20572
2023-24,Baragarh,URBAN,,Urban,Forest,672
2023-24,Baragarh,URBAN,,Urban,Land_put_to_Non_Agricultural_use,1825
2023-24,Baragarh,URBAN,,Urban,Barren_&_Non_Cultivable_land,238
2023-24,Baragarh,URBAN,,Urban,Permanent_Pastures_&_other_grazing_land,708
2023-24,Baragarh,URBAN,,Urban,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,40
2023-24,Baragarh,URBAN,,Urban,Cultivable_Waste,523
2023-24,Baragarh,URBAN,,Urban,Old_Fallows,1043
2023-24,Baragarh,URBAN,,Urban,Current_Fallows,816
2023-24,Baragarh,URBAN,,Urban,Net_Area_Sown_Irrigated,1151
2023-24,Baragarh,URBAN,,Urban,Net_Area_Sown_Unirrigated,809
2023-24,Baragarh,URBAN,,Urban,Net_Area_Sown_Total,1960
2023-24,Baragarh,URBAN,,Urban,Total_Area_under_Survey,7825
2023-24,Bhadrak,Bhandaripokhari,1,Block,Forest,4
2023-24,Bhadrak,Bhandaripokhari,1,Block,Land_put_to_Non_Agricultural_use,3644
2023-24,Bhadrak,Bhandaripokhari,1,Block,Barren_&_Non_Cultivable_land,80
2023-24,Bhadrak,Bhandaripokhari,1,Block,Permanent_Pastures_&_other_grazing_land,1517
2023-24,Bhadrak,Bhandaripokhari,1,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,1309
2023-24,Bhadrak,Bhandaripokhari,1,Block,Cultivable_Waste,959
2023-24,Bhadrak,Bhandaripokhari,1,Block,Old_Fallows,973
2023-24,Bhadrak,Bhandaripokhari,1,Block,Current_Fallows,647
2023-24,Bhadrak,Bhandaripokhari,1,Block,Net_Area_Sown_Irrigated,12742
2023-24,Bhadrak,Bhandaripokhari,1,Block,Net_Area_Sown_Unirrigated,1913
2023-24,Bhadrak,Bhandaripokhari,1,Block,Net_Area_Sown_Total,14655
2023-24,Bhadrak,Bhandaripokhari,1,Block,Total_Area_under_Survey,23788
2023-24,Bhadrak,Dhamnagar,2,Block,Forest,269
2023-24,Bhadrak,Dhamnagar,2,Block,Land_put_to_Non_Agricultural_use,1995
2023-24,Bhadrak,Dhamnagar,2,Block,Barren_&_Non_Cultivable_land,18
2023-24,Bhadrak,Dhamnagar,2,Block,Permanent_Pastures_&_other_grazing_land,1679
2023-24,Bhadrak,Dhamnagar,2,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,612
2023-24,Bhadrak,Dhamnagar,2,Block,Cultivable_Waste,1640
2023-24,Bhadrak,Dhamnagar,2,Block,Old_Fallows,811
2023-24,Bhadrak,Dhamnagar,2,Block,Current_Fallows,828
2023-24,Bhadrak,Dhamnagar,2,Block,Net_Area_Sown_Irrigated,4233
2023-24,Bhadrak,Dhamnagar,2,Block,Net_Area_Sown_Unirrigated,10905
2023-24,Bhadrak,Dhamnagar,2,Block,Net_Area_Sown_Total,15138
2023-24,Bhadrak,Dhamnagar,2,Block,Total_Area_under_Survey,22990
2023-24,Bhadrak,Chandabali,3,Block,Forest,1015
2023-24,Bhadrak,Chandabali,3,Block,Land_put_to_Non_Agricultural_use,10822
2023-24,Bhadrak,Chandabali,3,Block,Barren_&_Non_Cultivable_land,0
2023-24,Bhadrak,Chandabali,3,Block,Permanent_Pastures_&_other_grazing_land,2507
2023-24,Bhadrak,Chandabali,3,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,622
2023-24,Bhadrak,Chandabali,3,Block,Cultivable_Waste,3229
2023-24,Bhadrak,Chandabali,3,Block,Old_Fallows,2428
2023-24,Bhadrak,Chandabali,3,Block,Current_Fallows,1525
2023-24,Bhadrak,Chandabali,3,Block,Net_Area_Sown_Irrigated,629
2023-24,Bhadrak,Chandabali,3,Block,Net_Area_Sown_Unirrigated,29021
2023-24,Bhadrak,Chandabali,3,Block,Net_Area_Sown_Total,29650
2023-24,Bhadrak,Chandabali,3,Block,Total_Area_under_Survey,51798
2023-24,Bhadrak,Tihidi,4,Block,Forest,24
2023-24,Bhadrak,Tihidi,4,Block,Land_put_to_Non_Agricultural_use,4172
2023-24,Bhadrak,Tihidi,4,Block,Barren_&_Non_Cultivable_land,357
2023-24,Bhadrak,Tihidi,4,Block,Permanent_Pastures_&_other_grazing_land,1821
2023-24,Bhadrak,Tihidi,4,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,338
2023-24,Bhadrak,Tihidi,4,Block,Cultivable_Waste,1358
2023-24,Bhadrak,Tihidi,4,Block,Old_Fallows,1292
2023-24,Bhadrak,Tihidi,4,Block,Current_Fallows,1276
2023-24,Bhadrak,Tihidi,4,Block,Net_Area_Sown_Irrigated,4086
2023-24,Bhadrak,Tihidi,4,Block,Net_Area_Sown_Unirrigated,17073
2023-24,Bhadrak,Tihidi,4,Block,Net_Area_Sown_Total,21159
2023-24,Bhadrak,Tihidi,4,Block,Total_Area_under_Survey,31797
2023-24,Bhadrak,Bhadrak,5,Block,Forest,170
2023-24,Bhadrak,Bhadrak,5,Block,Land_put_to_Non_Agricultural_use,4984
2023-24,Bhadrak,Bhadrak,5,Block,Barren_&_Non_Cultivable_land,0
2023-24,Bhadrak,Bhadrak,5,Block,Permanent_Pastures_&_other_grazing_land,1381
2023-24,Bhadrak,Bhadrak,5,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,377
2023-24,Bhadrak,Bhadrak,5,Block,Cultivable_Waste,2325
2023-24,Bhadrak,Bhadrak,5,Block,Old_Fallows,1357
2023-24,Bhadrak,Bhadrak,5,Block,Current_Fallows,876
2023-24,Bhadrak,Bhadrak,5,Block,Net_Area_Sown_Irrigated,20057
2023-24,Bhadrak,Bhadrak,5,Block,Net_Area_Sown_Unirrigated,37
2023-24,Bhadrak,Bhadrak,5,Block,Net_Area_Sown_Total,20094
2023-24,Bhadrak,Bhadrak,5,Block,Total_Area_under_Survey,31564
2023-24,Bhadrak,Bonth,6,Block,Forest,464
2023-24,Bhadrak,Bonth,6,Block,Land_put_to_Non_Agricultural_use,3252
2023-24,Bhadrak,Bonth,6,Block,Barren_&_Non_Cultivable_land,0
2023-24,Bhadrak,Bonth,6,Block,Permanent_Pastures_&_other_grazing_land,1324
2023-24,Bhadrak,Bonth,6,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,712
2023-24,Bhadrak,Bonth,6,Block,Cultivable_Waste,1789
2023-24,Bhadrak,Bonth,6,Block,Old_Fallows,595
2023-24,Bhadrak,Bonth,6,Block,Current_Fallows,1093
2023-24,Bhadrak,Bonth,6,Block,Net_Area_Sown_Irrigated,15931
2023-24,Bhadrak,Bonth,6,Block,Net_Area_Sown_Unirrigated,61
2023-24,Bhadrak,Bonth,6,Block,Net_Area_Sown_Total,15992
2023-24,Bhadrak,Bonth,6,Block,Total_Area_under_Survey,25221
2023-24,Bhadrak,Basudevpur,9,Block,Forest,0
2023-24,Bhadrak,Basudevpur,9,Block,Land_put_to_Non_Agricultural_use,1747
2023-24,Bhadrak,Basudevpur,9,Block,Barren_&_Non_Cultivable_land,0
2023-24,Bhadrak,Basudevpur,9,Block,Permanent_Pastures_&_other_grazing_land,1622
2023-24,Bhadrak,Basudevpur,9,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,382
2023-24,Bhadrak,Basudevpur,9,Block,Cultivable_Waste,2870
2023-24,Bhadrak,Basudevpur,9,Block,Old_Fallows,3346
2023-24,Bhadrak,Basudevpur,9,Block,Current_Fallows,3277
2023-24,Bhadrak,Basudevpur,9,Block,Net_Area_Sown_Irrigated,455
2023-24,Bhadrak,Basudevpur,9,Block,Net_Area_Sown_Unirrigated,25309
2023-24,Bhadrak,Basudevpur,9,Block,Net_Area_Sown_Total,25764
2023-24,Bhadrak,Basudevpur,9,Block,Total_Area_under_Survey,39008
2023-24,Bhadrak,URBAN,,Urban,Forest,215
2023-24,Bhadrak,URBAN,,Urban,Land_put_to_Non_Agricultural_use,3374
2023-24,Bhadrak,URBAN,,Urban,Barren_&_Non_Cultivable_land,50
2023-24,Bhadrak,URBAN,,Urban,Permanent_Pastures_&_other_grazing_land,1306
2023-24,Bhadrak,URBAN,,Urban,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,480
2023-24,Bhadrak,URBAN,,Urban,Cultivable_Waste,1562
2023-24,Bhadrak,URBAN,,Urban,Old_Fallows,1190
